"station_code","mechanical_available","electric_available"
"16107",3,1
"11104",5,1
"9020",3,2
"14014",4,29
"14111",0,0
"5110",1,1
"33006",1,7
"42016",1,3
"6021",2,3
"21010",0,1
"25006",2,0
"17026",3,7
"17041",5,2
"11025",6,15
"17025",0,0
"13101",0,9
"15026",2,29
"47007",2,13
"17044",7,8
"19033",3,2
"8050",3,5
"20143",2,2
"16138",5,7
"15068",1,1
"6029",4,13
"19027",1,1
"31028",1,5
"16118",0,4
"2017",1,3
"9008",1,2
"8048",1,0
"14013",2,5
"13118",3,55
"7011",1,6
"18111",1,0
"16110",4,1
"43009",2,8
"8053",2,0
"9001",0,1
"17032",2,0
"10029",1,0
"5005",0,3
"10161",3,3
"41303",5,23
"12031",5,18
"9002",3,1
"17040",4,0
"6001",8,7
"15112",1,0
"31706",4,4
"22409",1,1
"5020",7,3
"17004",0,1
"8036",2,0
"12151",20,33
"31024_relais",0,0
"18107",3,0
"9028",2,0
"11027",1,7
"19026",0,1
"31009",4,0
"17030",1,2
"12111",11,1
"8034",3,1
"19043",3,1
"14020",4,3
"6006",1,3
"19101",4,1
"18003",3,1
"21212",2,3
"42706",5,0
"33017",1,3
"15042",2,1
"20112",1,1
"44006",8,11
"14138",17,2
"41209",12,0
"18031",2,2
"42014",3,22
"15054",1,4
"15106",2,20
"14008",3,0
"5124",2,5
"18046",3,2
"22406",7,4
"10042",0,0
"35002",4,7
"2111",7,5
"14012",0,1
"14124",2,2
"15133",1,9
"21006",3,5
"44013",8,6
"31008",3,1
"44003",7,11
"41404",2,21
"48010",0,3
"41202",0,33
"11030",1,1
"35020",0,0
"25003",5,10
"9116",6,9
"21008",1,3
"11039",2,2
"17013",3,0
"17031",8,3
"5106",6,0
"13050",1,26
"19024",9,2
"9010",1,1
"17105",3,5
"41601",3,4
"14110",4,5
"16108",1,3
"19032",8,2
"22016",1,15
"8025",2,5
"10014",2,3
"42010",7,42
"46001",7,7
"22006",2,5
"17028",1,15
"1002",5,14
"19029",1,0
"32003",0,8
"19016",4,0
"11042",4,12
"9005",1,3
"7102",2,9
"19013",1,1
"42504",12,7
"20121",2,1
"42015",1,3
"20111",2,0
"32016",9,5
"15201",2,0
"41402",3,19
"43003",5,0
"11004",3,3
"11036",1,4
"18201",3,7
"19008",1,0
"12027",3,9
"11007",9,41
"32303",6,1
"42029",2,13
"28001",9,9
"26007",4,3
"17102",2,3
"16111",6,3
"7015",3,4
"35018",1,0
"41606",0,2
"17011",1,13
"17045",2,3
"11115",8,3
"16121",3,6
"18141",2,1
"23001",7,4
"24002",0,0
"17037",0,3
"11102",8,14
"19004",2,1
"19115",3,3
"12034",3,11
"7009",10,13
"17042",6,7
"33019",1,5
"15122",1,4
"5114",3,3
"19019",2,0
"42207",11,16
"42707",5,9
"20036",0,0
"5119",1,2
"35009",2,4
"31705",13,1
"13014",5,6
"12126",8,1
"12024",7,26
"35019",1,8
"14104",2,1
"20113",1,1
"15029",2,3
"18005",6,0
"5026",2,36
"43006",4,7
"15028",3,15
"8012",1,0
"21013",0,8
"42503",0,2
"23011",1,6
"21111",3,23
"11114",2,13
"8101",0,0
"13026",1,16
"11101",1,19
"15055",3,16
"14130",4,1
"10015",3,4
"16006",0,0
"10023",1,1
"12011",2,20
"21019",2,10
"19037",0,0
"15038",4,20
"31019",2,0
"32014",7,2
"18032",6,11
"17124",4,2
"44012",4,1
"10165",9,11
"51003",9,13
"22101",6,13
"14122",0,2
"44102",8,5
"16123",10,1
"19039",1,1
"16032",0,8
"22001",2,1
"18025",2,2
"17122",2,0
"9023",2,1
"20021",2,1
"17047",3,4
"6016",5,4
"16004",0,0
"17046",1,0
"32017",2,4
"19009",3,1
"21703",1,3
"6030",0,0
"20118",1,1
"20023",2,0
"9117",7,3
"31703",4,0
"35003",4,1
"15031",3,18
"21014",5,7
"19127",0,1
"15070",3,20
"12107",2,5
"47004",6,8
"9026",3,2
"18033",5,0
"16122",10,6
"21310",0,15
"23007",12,7
"20016",0,3
"10010",5,3
"5121",2,29
"1117",14,11
"1120",13,12
"16029",2,16
"18017",6,4
"9017",0,0
"18008",5,1
"16112",5,5
"8001",1,11
"14028",0,0
"20201",0,1
"13046",7,27
"22102",3,0
"12004",6,22
"4110",3,11
"7008",3,2
"6017",5,13
"12161",2,13
"21114",1,4
"20137",0,0
"31704",2,1
"7013",3,4
"2013",2,0
"21311",3,44
"12041",3,3
"15059",0,16
"8056",8,0
"18138",4,3
"10163",3,0
"31023",10,3
"2001",6,10
"7101",9,7
"18137",0,4
"17116",6,13
"31013",2,0
"18001",0,0
"32018",6,12
"5019",2,5
"15063",1,13
"11003",2,9
"15020",10,14
"41206",2,2
"15061",4,11
"16016",2,1
"7026",1,4
"14116",5,3
"31018",1,1
"13019",9,15
"11046",2,3
"11107",4,21
"2014",2,1
"16041",4,21
"3101",3,1
"23302",9,7
"11048",3,11
"8049",2,0
"2101",3,6
"14007",3,1
"12154",4,15
"10164",1,0
"19021",2,1
"11044",2,6
"23105",4,2
"19030",1,0
"13022",6,7
"20045",4,0
"11110",4,6
"16031",2,3
"8032",2,0
"12120",2,3
"18142",3,1
"18014",3,0
"18035",2,12
"42011",1,3
"15009",0,7
"12010",3,10
"20117",2,0
"48009",11,2
"14125",4,1
"4107",5,8
"9013",3,2
"23006",7,7
"18114",0,0
"21951",1,1
"22009",2,4
"10039",2,3
"13117",4,8
"31026",2,0
"17001",2,6
"12129",6,13
"21120",0,0
"35004",2,9
"33104",5,6
"12150",5,17
"8011",0,0
"13021",1,10
"13020",6,11
"35011",2,7
"19036",0,0
"14113",0,2
"32021",15,5
"15019",2,6
"16007",1,6
"10037",0,0
"5029",0,0
"12006",21,25
"15125",7,31
"13027",2,8
"21118",0,1
"10153",3,2
"21203",9,5
"5034",2,55
"6024",8,6
"22013",1,4
"21115",3,2
"7111",1,3
"13048",2,13
"21316",7,0
"44002",5,9
"21030",8,11
"21031",0,1
"21702",3,0
"15043",11,0
"17039",5,0
"5107",2,5
"22604",13,3
"20009",3,5
"17033",0,0
"21213",1,1
"16101",1,1
"42305",6,4
"9101",0,1
"11032",7,3
"42003",10,12
"12043",7,18
"22008",2,0
"31025",5,6
"13128",2,9
"5014",2,7
"32011",9,5
"13033",2,6
"20108",3,13
"20122",3,0
"16020",6,3
"13126",4,4
"18027",1,3
"16030",3,30
"8020",0,2
"17015",3,2
"15023",5,6
"8549",1,0
"32001",0,0
"23003",8,10
"17023",4,6
"44007",4,13
"42501",3,21
"35001",8,7
"13109",0,14
"4002",10,8
"13106",3,5
"15064",3,21
"15030",10,52
"12007",6,38
"35007",1,0
"47001",3,38
"44101",2,26
"13032",6,2
"8037",3,2
"27004",12,12
"43010",2,4
"16002",2,0
"23010",6,3
"15057",0,5
"18007",8,0
"19128",2,2
"6027",2,2
"13044",2,15
"9027",1,1
"17108",8,7
"4020",9,10
"15022",3,22
"16001",1,1
"1021",10,9
"22015",3,6
"17111",3,1
"44016",8,17
"17119",1,0
"4021",8,17
"32601",0,0
"12026",6,40
"6012",8,7
"13009",3,1
"21501",3,5
"21319",2,6
"9102",2,8
"18044",1,0
"22202",0,0
"9006",0,1
"18030",3,2
"31005",4,5
"13516",2,28
"2108",2,2
"7109",4,8
"13025",0,5
"9034",4,17
"12035",4,14
"1003",15,22
"5115",4,25
"41211",7,6
"4010",1,19
"21707",0,1
"8116",0,0
"15129",2,2
"3102",5,5
"20015",2,1
"51001",3,20
"2112",0,0
"23102",1,12
"13052",3,23
"17024",4,0
"14032",1,1
"41401",10,9
"6002",5,9
"14031",3,1
"16019",2,1
"41203",9,9
"11001",10,19
"18039",1,0
"17009",1,8
"15008",1,12
"20022",3,2
"12036",3,6
"5007",6,14
"14026",2,2
"42505",1,20
"8117",15,11
"12015",4,9
"48004",9,7
"26004",2,2
"18139",3,3
"11112",5,10
"3008",13,13
"4006",9,17
"10032",2,5
"18202",0,1
"44014",6,4
"12037",4,21
"17019",1,0
"20034",1,1
"16013",1,2
"7012",1,4
"20008",6,3
"18034",2,4
"12019",2,1
"14135",3,5
"21309",6,32
"20024",6,0
"12156",4,2
"18140",18,20
"1007",6,7
"3010",3,11
"9037",4,0
"8110",8,1
"10034",3,0
"19201",2,1
"19010",2,2
"15132",6,1
"32013",6,4
"12002",5,9
"16103",2,0
"14137",0,3
"31709",2,0
"10011",4,2
"8028",2,3
"10027",4,3
"10009",0,3
"11037",2,3
"22401",6,3
"4103",11,12
"20029",2,0
"2003",11,1
"5122",1,1
"13017",4,0
"2002",2,10
"15111",0,4
"2005",2,5
"19129",0,0
"2021",2,0
"3009",10,8
"3012",4,2
"22306",0,5
"13125",21,29
"21507",0,2
"22504",2,3
"9111",2,1
"1014",16,6
"14133",4,1
"42211",2,8
"3003",11,11
"4009",1,2
"4017",0,0
"42026",4,5
"16044",3,24
"4015",5,27
"12163",10,19
"21509",1,0
"19111",11,6
"3004",7,8
"4007",3,13
"1012",4,8
"2004",4,4
"35012",6,1
"18015",1,1
"21505",4,2
"1025",7,8
"13038",1,14
"2008",2,3
"23101",2,0
"17106",2,12
"2009",2,3
"1018",9,11
"1017",4,13
"12164",14,9
"14134",4,1
"17021",4,1
"42018",18,4
"1023",11,7
"48008",9,0
"28005",2,6
"5003",1,0
"6007",11,2
"31020",5,1
"16139",4,3
"10201",4,7
"48007",8,8
"22603",0,0
"21119",2,5
"9019",2,3
"2109",0,0
"32020",1,1
"1024",6,7
"44004",4,21
"19118",3,0
"23104",2,9
"20140",4,3
"20048",2,3
"45004",21,14
"13049",2,8
"13051",0,8
"23703",6,1
"5027",5,7
"51008",9,1
"18135",1,3
"34011",10,2
"24101",12,1
"21002",5,5
"24004",3,7
"8040",12,2
"13024",4,13
"23041",1,18
"15069",3,36
"11111",1,7
"12119",13,23
"48006",4,2
"18016",2,8
"19117",1,0
"20003",2,2
"34010",8,19
"15053",3,17
"15024",1,2
"9025",2,4
"18010",3,1
"42303",4,15
"48002",5,8
"41605",1,1
"12008",11,37
"12102",2,25
"24005",10,5
"22701",0,0
"14035",4,3
"6025",14,7
"14009",1,1
"18021",0,4
"7023",14,44
"15045",0,2
"12022",0,13
"15027",1,0
"21023",1,11
"31105",11,0
"42205",7,18
"7010",5,5
"22404",1,4
"31701",2,1
"17006",1,10
"18101",2,3
"21207",2,1
"10031",7,1
"12122",6,5
"15120",2,21
"16023",4,10
"11028",2,1
"13055",5,7
"15014",1,3
"6004",9,6
"15044",7,8
"6005",3,5
"20011",1,1
"19007",0,0
"21016",2,3
"5105",6,7
"6020",2,16
"5031",0,10
"42027",3,6
"20033",0,1
"8044",2,2
"24010",14,8
"51007",6,3
"1201",0,0
"21112",4,7
"10001",2,5
"10028",2,2
"8031",6,8
"16140",8,3
"44010",10,18
"20035",0,0
"15032",3,34
"19045",0,0
"41212",6,1
"22302",4,19
"13053",6,11
"25010",0,0
"18018",3,0
"22305",10,9
"12001",7,19
"23203",2,2
"23201",10,1
"10038",1,0
"12106",5,38
"22005",4,2
"12105",16,32
"9035",5,1
"15056",3,3
"17127",4,10
"34005",6,4
"21302",4,25
"34012",0,0
"21514",1,0
"31303",17,8
"23204",2,3
"9104",12,7
"13123",13,22
"4104",8,8
"17010",3,10
"18026",2,0
"18024",1,1
"8002",10,7
"42004",4,9
"31104",19,5
"12109",2,22
"5001",4,21
"10013",3,7
"8026",1,1
"6003",1,12
"13007",4,8
"6108",1,2
"41301",9,10
"17038",5,4
"7003",20,28
"7001",2,7
"7002",1,11
"5016",2,0
"15047",4,1
"14108",1,1
"31024",2,2
"43002",4,4
"21216",2,0
"22207",5,14
"7004",3,3
"13030",6,8
"92002",2,1
"17048",3,0
"44017",3,16
"8103",3,1
"48003",3,2
"18134",2,0
"14002",1,2
"9014",1,0
"8016",5,4
"10162",3,2
"10115",2,2
"7018",6,2
"5022",5,3
"9106",5,9
"9038",0,1
"8009",10,16
"1001",2,12
"19105",2,0
"31103",30,2
"17008",2,3
"7025",12,18
"17012",0,0
"19015",2,1
"9022",2,1
"26003",1,3
"19003",0,0
"92007",1,0
"16026",2,1
"10107",2,1
"17043",1,3
"11002",1,8
"16039",1,11
"11023",4,2
"45003",8,2
"11047",5,10
"5032",3,0
"20042",0,0
"15067",0,6
"43401",15,24
"26002",4,22
"12128",3,29
"8010",2,0
"31022",26,1
"14003",1,3
"46002",7,24
"11113",1,2
"10016",4,5
"41302",36,6
"19044",1,0
"18011",1,0
"43008",3,8
"33102",2,1
"8045",3,24
"13001",1,1
"15104",5,18
"15105",3,13
"19120",0,0
"5004",3,0
"19103",1,0
"12114",1,6
"46003",16,8
"21312",3,0
"10024",0,3
"18028",1,2
"5018",9,6
"8017",11,11
"14106",0,0
"31102",6,0
"8054",0,1
"15109",1,21
"21209",2,0
"18022",2,2
"35010",4,2
"21005",5,9
"15110",4,4
"20131",2,2
"21015",0,12
"15034",2,12
"22203",1,1
"42021",0,20
"1119",8,11
"31708",1,0
"20115",1,1
"31003",0,1
"22402",2,2
"16008",1,0
"11026",3,6
"32604",1,1
"15021",1,4
"5012",2,1
"11105",0,2
"11024",5,0
"15103",2,10
"18009",2,0
"22003",1,0
"16038",4,6
"17125",1,2
"43005",26,20
"16136",0,17
"19022",4,1
"21701",3,9
"20134",1,0
"8057",2,1
"24001",14,2
"14136",1,4
"32302",4,0
"5123",8,21
"13002",0,6
"11035",1,2
"15046",6,1
"16040",0,6
"21301",4,25
"42302",11,1
"9032",12,10
"21104",6,5
"15013",0,20
"21110",0,0
"12009",5,9
"31010",2,0
"5006",2,4
"8013",2,1
"92008",1,2
"7005",6,6
"18012",1,0
"19125",4,1
"14036",3,2
"42301",0,0
"9021",3,0
"23009",2,2
"8035",5,1
"21313",0,22
"6013",0,17
"19005",2,0
"14021",0,1
"15025",1,13
"18110",0,0
"32602",4,0
"12115",6,6
"43402",6,30
"33018",0,25
"12013",1,1
"10113",1,2
"11009",4,7
"21305",3,17
"14117",25,5
"41102",7,21
"16124",3,33
"33003",6,3
"20043",1,0
"33009",6,12
"5021",5,3
"25005",1,1
"22505",3,4
"13045",2,10
"14034",3,1
"32010",4,0
"16018",0,3
"15010",4,12
"15033",2,16
"8033",1,2
"12029",13,24
"33001",1,5
"16034",1,14
"20132",5,0
"20119",1,0
"21403",2,1
"12030",4,18
"92003",10,7
"8055",1,0
"27002",2,14
"21109",3,4
"20120",1,0
"23701",6,12
"17007",1,1
"21502",4,5
"14001",10,4
"31012",0,1
"42023",4,14
"16129",9,9
"41604",3,0
"17018",2,3
"15017",0,0
"31702",0,0
"5002",1,8
"10005",1,3
"13104",0,0
"5116",4,25
"92004",0,1
"18020",1,2
"20136",1,1
"8102",3,0
"14018",3,0
"7006",6,22
"2010",1,3
"20040",2,0
"17017",4,3
"21105",1,0
"23002",8,2
"14139",4,1
"13102",8,7
"41207",7,6
"34002",4,10
"7014",3,0
"21308",3,10
"6018",2,4
"12032",3,7
"20109",1,0
"6107",11,8
"6103",8,17
"21032",0,5
"19109",0,1
"17027",1,2
"31016",5,2
"13016",5,13
"11020",2,11
"8051",0,0
"13043",1,1
"9115",1,1
"21003",10,3
"20027",0,2
"15108",2,7
"19040",1,0
"26001",5,12
"11040",1,3
"41204",8,0
"17121",1,5
"47006",5,11
"10020",0,1
"18113",0,0
"18109",0,1
"19038",0,1
"18029",2,4
"16021",2,4
"9031",2,10
"15035",5,9
"18049",1,10
"35017",2,1
"11041",2,9
"35014",1,0
"47005",3,14
"11006",0,8
"16015",9,1
"14112",2,0
"21001",7,1
"11010",4,12
"20116",6,0
"15002",4,13
"32015",12,14
"16043",2,2
"18043",2,0
"16027",2,3
"11043",8,5
"32004",3,0
"8019",2,0
"13103",4,6
"42703",3,1
"15003",40,21
"6032",2,9
"14030",0,1
"17022",1,0
"7020",2,7
"10114",3,1
"15058",3,4
"19041",0,0
"13122",3,10
"10036",2,1
"15107",6,12
"21024",1,8
"19023",2,2
"32603",2,0
"8038",2,4
"7016",1,4
"4011",4,5
"45001",9,9
"14006",1,2
"13041",6,0
"9118",2,0
"4013",4,22
"18042",3,3
"20019",0,0
"12108",12,54
"17016",1,6
"18019",2,1
"11034",4,0
"9012",3,1
"13113",8,4
"19031",1,1
"13114",6,1
"20017",3,1
"11019",0,2
"23008",1,7
