"station_code","mechanical_available","electric_available"
"16107",2,0
"31104",20,4
"9020",0,0
"12109",5,19
"5001",3,0
"14014",6,8
"10013",1,5
"14111",3,3
"6003",3,2
"33006",6,2
"41301",13,5
"21010",3,10
"17026",2,1
"17038",7,9
"7001",2,7
"5016",1,0
"11025",5,9
"17025",2,4
"14108",0,15
"47007",5,11
"8050",11,3
"43002",12,8
"16138",3,6
"22207",3,19
"92002",5,3
"6029",1,2
"31028",5,7
"2017",5,3
"9008",0,1
"14013",0,1
"13118",8,52
"18111",1,0
"48003",0,5
"16110",5,1
"18134",2,1
"43009",3,22
"10161",0,1
"12031",3,32
"9002",2,1
"5022",1,2
"9106",6,5
"17040",7,2
"9038",0,2
"8009",5,3
"31103",29,4
"6001",1,7
"17008",4,5
"15112",1,6
"22409",1,0
"5020",2,14
"26003",1,0
"12151",30,25
"31024_relais",0,0
"18107",0,0
"92007",8,4
"16026",1,8
"11027",2,9
"17043",0,5
"11023",5,11
"45003",7,3
"31009",0,0
"11047",4,6
"17030",2,1
"12111",1,0
"8034",13,18
"14020",1,6
"20042",1,0
"26002",9,20
"12128",2,32
"18003",1,5
"10016",0,0
"41302",22,7
"42706",5,1
"33017",5,5
"20112",1,1
"19044",5,7
"8045",9,25
"13001",0,7
"15105",1,4
"46003",13,8
"41209",11,0
"18031",0,8
"18028",1,0
"8017",2,4
"14008",4,7
"35002",3,8
"2111",4,7
"8054",11,5
"14012",0,3
"21005",6,7
"20131",1,1
"31008",6,1
"41404",2,18
"48010",3,4
"41202",8,28
"11030",0,4
"1119",7,10
"35020",0,0
"20115",4,1
"22402",3,2
"9116",5,14
"21008",1,6
"16008",7,13
"17031",3,0
"5106",2,3
"11026",0,2
"9010",0,2
"5012",4,4
"11105",0,5
"15103",0,11
"18009",1,0
"14110",2,0
"17125",1,0
"16108",2,7
"43005",7,19
"16136",2,8
"24001",13,7
"14136",1,0
"8025",14,19
"32302",6,1
"10014",1,1
"13002",2,1
"11035",5,1
"46001",10,8
"16040",3,10
"22006",7,9
"21301",3,26
"42302",5,9
"1002",4,8
"9032",16,11
"32003",5,8
"9005",0,0
"19013",1,1
"42015",1,9
"20111",1,0
"15201",3,1
"31010",1,2
"5006",5,2
"11004",5,24
"7005",1,19
"11036",1,3
"19125",6,0
"14036",1,0
"19008",1,2
"11007",4,20
"32303",8,9
"42029",5,10
"8035",19,15
"21313",1,19
"16111",1,16
"35018",1,1
"32602",1,0
"41606",2,10
"17011",1,5
"33018",2,20
"10113",0,3
"11115",5,2
"21305",3,9
"14117",8,8
"18141",1,0
"24002",0,0
"41102",11,14
"11102",6,11
"33003",5,1
"20043",2,1
"5021",2,19
"13045",3,1
"32010",14,5
"15010",2,11
"7009",26,14
"17042",13,8
"33019",15,17
"15122",1,11
"8033",13,11
"5114",0,3
"20119",0,0
"19019",1,0
"42207",11,16
"12030",2,10
"42707",9,10
"20036",1,0
"5119",3,14
"27002",3,16
"23701",5,12
"17007",0,0
"31012",0,5
"12126",1,6
"12024",7,24
"42023",5,3
"35019",6,10
"41604",4,15
"15017",0,1
"15029",2,18
"5002",7,3
"92004",6,4
"18020",0,0
"20136",0,0
"43006",2,0
"8102",14,5
"14018",7,23
"21013",2,11
"42503",3,6
"23011",12,5
"21111",11,23
"7006",4,19
"11114",3,10
"20040",0,0
"23002",13,11
"11101",4,23
"14130",0,0
"10015",1,2
"16006",4,1
"7014",8,3
"12011",1,10
"19037",0,0
"20109",2,3
"21032",2,15
"19109",1,0
"32014",14,3
"18032",1,2
"17027",3,1
"31016",3,6
"22101",7,18
"11020",5,16
"13043",1,7
"14122",0,8
"44102",8,10
"9115",1,1
"16123",4,5
"19039",1,5
"21003",5,7
"22001",2,3
"18025",0,1
"20027",0,0
"26001",2,2
"11040",2,1
"41204",1,0
"16004",0,0
"17046",5,2
"17121",1,1
"47006",0,11
"18113",2,0
"19009",1,4
"6030",0,0
"20118",0,3
"20023",1,1
"18049",6,12
"15031",1,2
"21014",4,3
"35014",1,1
"15070",1,14
"12107",3,11
"14112",5,5
"47004",14,5
"21001",13,13
"18033",4,0
"11010",5,12
"20116",1,1
"23007",2,7
"5121",4,8
"16043",0,0
"18043",2,0
"1117",7,18
"11043",2,3
"32004",3,0
"18017",3,0
"9017",2,0
"18008",0,1
"14028",0,0
"15003",33,12
"4110",0,3
"6032",1,3
"17022",3,2
"6017",5,9
"15058",18,14
"19041",0,0
"21114",0,3
"10036",0,0
"15107",4,7
"31704",1,1
"7013",4,6
"2013",10,5
"21311",4,43
"12041",1,3
"8038",5,20
"7016",8,14
"14006",5,1
"9118",1,0
"10163",0,1
"31023",4,2
"18042",0,2
"7101",3,3
"18137",0,1
"12108",10,51
"18001",0,0
"18019",1,0
"41206",1,1
"13113",2,4
"19031",0,0
"15061",2,14
"20017",3,0
"11019",2,1
"16016",3,1
"7026",10,12
"21108",2,7
"6014",4,2
"31018",1,9
"33005",3,5
"11107",5,32
"9113",5,9
"16041",1,7
"4109",2,1
"8049",15,2
"2101",12,19
"14007",0,5
"12154",2,8
"19021",0,0
"17104",3,2
"21004",2,6
"22002",0,4
"13022",1,2
"20045",2,1
"16031",3,11
"12127",12,23
"14016",1,0
"12120",3,1
"22012",2,13
"11012",4,5
"21017",6,18
"18035",12,13
"14127",4,1
"42011",4,16
"23005",1,5
"12010",1,13
"48009",13,5
"14125",2,0
"4107",4,1
"9013",6,6
"23006",2,5
"44103",3,7
"92005",3,7
"20047",4,3
"14128",1,5
"31026",2,0
"20004",1,1
"17001",1,0
"12129",3,9
"21120",0,0
"9016",1,3
"33104",3,1
"12150",6,7
"8011",0,0
"13021",5,3
"11031",5,3
"19036",16,1
"35015",7,8
"16007",13,11
"10110",0,1
"15131",1,2
"5029",0,0
"9036",4,6
"12006",15,32
"15125",11,34
"10152",0,2
"13515",0,27
"17029",8,3
"21118",1,3
"8008",5,4
"6024",4,11
"19025",0,0
"21029",7,10
"7111",2,2
"20039",1,1
"15072",4,16
"21708",1,1
"14101",10,14
"13048",1,0
"42304",2,17
"44002",4,9
"13039",4,6
"15123",3,3
"21030",2,11
"15043",0,2
"22604",9,3
"20009",5,0
"17033",0,0
"21213",3,1
"11032",5,1
"16003",3,4
"42003",7,7
"20007",0,1
"32301",2,0
"12043",5,32
"21219",7,9
"10018",5,0
"22008",7,1
"5014",3,1
"13011",3,1
"32011",22,12
"20108",5,0
"16020",4,4
"11038",0,1
"16030",3,16
"8020",1,0
"22501",3,12
"4001",7,9
"8549",12,8
"11021",1,3
"14131",5,10
"19108",4,4
"4016",4,13
"42501",2,24
"35001",7,8
"13109",0,11
"4002",2,15
"42209",5,7
"43001",4,3
"22206",12,13
"13106",0,0
"17003",2,1
"21217",1,0
"9114",2,0
"35007",2,0
"44101",8,29
"18038",3,12
"92001",5,0
"43010",2,2
"16002",2,3
"15004",6,3
"15057",13,25
"18007",1,2
"22408",0,0
"11017",3,0
"21401",10,3
"1021",6,12
"33015",8,12
"9024",13,8
"18041",1,2
"22015",4,4
"17119",2,5
"4021",5,6
"32601",1,0
"15102",6,11
"17123",10,3
"21319",6,9
"18044",1,0
"22202",0,0
"9006",0,0
"21314",5,9
"18030",1,2
"5024",1,1
"31005",10,2
