"station_code","mechanical_available","electric_available"
"16107",0,6
"9020",0,2
"5001",2,3
"14014",2,8
"8026",3,0
"42016",7,8
"17026",4,2
"17041",6,15
"7002",1,8
"5016",2,0
"11025",4,21
"17025",0,1
"14108",2,0
"31024",12,3
"17044",5,6
"19033",1,2
"20143",5,16
"15068",0,0
"13030",3,10
"92002",2,2
"17048",2,0
"9008",2,6
"8103",1,0
"8048",0,3
"13118",3,56
"18111",9,2
"48003",4,7
"18134",2,1
"14002",0,0
"43009",11,27
"8053",0,0
"9001",2,3
"10162",0,1
"10029",0,0
"5005",2,2
"41303",8,21
"9106",1,2
"9038",0,0
"1001",0,2
"6001",1,0
"17008",8,7
"7025",0,10
"31706",6,1
"19015",4,1
"17004",7,16
"19003",3,0
"8036",3,0
"12151",4,8
"31024_relais",0,0
"92007",1,0
"11027",4,18
"17043",0,4
"19026",4,0
"11002",1,9
"11023",13,28
"11047",2,14
"12111",10,12
"19043",6,2
"15067",2,9
"43401",13,30
"31022",5,1
"19101",1,3
"14003",1,1
"18003",0,0
"11113",3,12
"41302",26,10
"42706",11,7
"33017",14,8
"20112",4,2
"18011",12,17
"13001",5,8
"44006",18,10
"19120",12,0
"12114",5,6
"46003",13,8
"41209",13,0
"21312",7,2
"10024",15,2
"5018",2,3
"15106",2,12
"5124",0,2
"18046",8,8
"31102",15,1
"2111",0,0
"15109",4,23
"35010",13,7
"21005",1,5
"15110",1,11
"21006",8,5
"20131",2,0
"31008",2,1
"15034",6,21
"22203",3,2
"41202",3,31
"11030",6,11
"35020",0,0
"25003",5,11
"20115",0,1
"31003",11,5
"22402",3,1
"17013",3,0
"16008",2,1
"17031",3,0
"11026",7,27
"32604",0,0
"19024",3,1
"9010",2,6
"17105",4,8
"11105",10,26
"22003",3,4
"14110",4,1
"19032",12,15
"16136",4,10
"21701",17,3
"8057",1,0
"22016",2,5
"10014",6,27
"11035",12,10
"46001",10,8
"42302",9,10
"1002",2,0
"9032",0,2
"21104",4,0
"19016",15,3
"7102",1,1
"15013",4,24
"12009",4,12
"42504",9,6
"20111",9,1
"32016",6,2
"31010",2,3
"92008",2,1
"41402",5,19
"43003",0,2
"11004",2,9
"7005",2,0
"11036",0,9
"18012",5,9
"19125",8,7
"14036",1,2
"18201",19,5
"23009",0,0
"12027",1,12
"11007",16,20
"42029",8,11
"8035",0,1
"6013",0,6
"26007",9,4
"19005",5,4
"14021",2,1
"15025",4,23
"35018",4,5
"32602",2,0
"12115",2,12
"17011",0,5
"43402",8,30
"11009",6,13
"11115",6,14
"16121",1,10
"14117",1,2
"23001",4,8
"24002",0,0
"17037",2,1
"33003",11,3
"33009",6,9
"5021",3,21
"32010",2,0
"15010",6,15
"33019",2,6
"8033",0,2
"33001",0,1
"20132",4,6
"5114",6,4
"21403",7,4
"42207",9,14
"20036",13,0
"92003",9,9
"5119",0,9
"35009",1,9
"31705",7,0
"8055",4,1
"13014",0,8
"27002",6,15
"20120",9,0
"14001",0,3
"31012",5,10
"12126",8,7
"20113",5,1
"17018",0,0
"15029",2,8
"31702",6,0
"18005",7,0
"10005",1,2
"5116",4,19
"92004",3,4
"20136",5,3
"5026",2,40
"43006",1,2
"8012",2,1
"14018",4,16
"23011",9,1
"21111",2,8
"2010",1,2
"8101",0,0
"21105",6,9
"13026",12,18
"15055",7,32
"10015",3,2
"41207",5,9
"34002",8,13
"21019",1,2
"6018",4,1
"12032",3,19
"19037",4,0
"20109",2,2
"6107",0,0
"6103",1,1
"21032",3,5
"19109",4,4
"32014",11,9
"18032",8,2
"17124",2,0
"10165",1,1
"31016",2,0
"11020",10,18
"44102",9,11
"9115",1,4
"16123",2,9
"19039",4,16
"21003",6,17
"22001",4,8
"18025",2,18
"17122",1,6
"20027",3,0
"9023",3,0
"19040",4,0
"17047",1,4
"6016",0,1
"16004",0,0
"17046",2,0
"10020",0,0
"19009",5,2
"6030",0,0
"16021",2,3
"35017",0,4
"31703",9,0
"11041",3,34
"35003",15,6
"15031",2,9
"47005",3,11
"11006",1,30
"19127",3,3
"16015",0,0
"15070",1,3
"21001",3,9
"18033",8,8
"11010",3,13
"16122",2,6
"21310",0,8
"23007",3,12
"32015",13,6
"10010",2,5
"5121",2,11
"16043",5,2
"1117",0,0
"1120",3,1
"8019",0,2
"9017",1,0
"18008",6,4
"16112",3,15
"14028",0,0
"12004",3,7
"4110",0,1
"7008",0,0
"10114",2,15
"13122",1,0
"21114",3,5
"10036",5,6
"31704",8,2
"7013",1,15
"21311",4,43
"8038",0,0
"7016",1,14
"4011",3,2
"45001",8,10
"14006",1,0
"13041",31,4
"10163",3,1
"2001",1,2
"18137",8,8
"17116",12,10
"12108",3,39
"31013",7,0
"32018",12,6
"17016",2,0
"5019",1,13
"18019",8,4
"9012",1,0
"15020",2,20
"41206",0,1
"15061",1,13
"20017",1,3
"11019",7,10
"23008",1,4
"16016",1,7
"7026",2,0
"21108",13,20
"14116",4,7
"31018",5,16
"47002",11,2
"1022",3,0
"13019",1,10
"8105",0,1
"5030",0,0
"11107",7,26
"9113",2,9
"20103",2,0
"4109",0,7
"3101",1,0
"23302",9,0
"11048",11,27
"6031",1,0
"2101",0,1
"21952",11,27
"10164",3,4
"8029",1,0
"11044",2,10
"17104",1,1
"19030",4,9
"21004",3,3
"13022",2,11
"12153",0,5
"5028",4,21
"8032",0,0
"14016",1,2
"18035",13,10
"13110",8,2
"15009",7,18
"14125",2,3
"13047",3,33
"18114",5,0
"44103",4,8
"20047",3,4
"14128",6,7
"12125",3,6
"31101",6,1
"20004",1,4
"17001",8,23
"21120",0,0
"9016",1,0
"35004",1,3
"13020",1,17
"11031",4,17
"19124",4,0
"35015",6,7
"15019",5,11
"15060",2,18
"16007",1,0
"10110",1,1
"15131",3,7
"5029",0,0
"20002",8,1
"15125",1,0
"13515",4,9
"10004",2,0
"8008",3,1
"21115",3,7
"21708",4,1
"14101",1,0
"41210",11,0
"42304",4,18
"11109",5,8
"21316",9,1
"31021",2,0
"44002",7,14
"16115",0,4
"13039",2,5
"16024",3,1
"21702",5,2
"17039",2,3
"20009",3,1
"17033",0,0
"16101",0,1
"9101",0,1
"11032",12,16
"16003",4,3
"21028",3,3
"12043",8,20
"21219",7,6
"10018",3,0
"22008",2,1
"31025",10,1
"13128",1,4
"32011",0,1
"13033",2,1
"42701",9,0
"20108",12,4
"20122",2,2
"16020",3,6
"4003",2,1
"16030",6,30
"22501",4,9
"15023",3,4
"4001",0,1
"8549",1,0
"32001",0,0
"23003",0,3
"11021",6,0
"14131",4,1
"17023",0,3
"19108",3,2
"4016",0,16
"6008",0,1
"42501",4,23
"35001",7,7
"13109",2,16
"21204",8,3
"42209",3,4
"43001",2,4
"13106",0,0
"12007",1,25
"35007",4,0
"47001",3,40
"44101",11,27
"31007",11,4
"13032",1,6
"27004",9,3
"18038",6,12
"15004",0,1
"18007",8,6
"15005",3,1
"19128",10,8
"22408",5,2
"11017",8,4
"9027",0,1
"41205",11,1
"15022",6,15
"16001",0,3
"1021",0,1
"35006",3,2
"12018",5,4
"17111",3,0
"9004",2,0
"32601",8,0
"27005",3,5
"17123",12,1
"21501",5,3
"22202",0,0
"9006",0,0
"21314",3,6
"92006",1,1
"13516",7,19
"9011",1,3
"13025",7,23
"12028",10,14
"10021",1,1
"41211",4,5
"4010",1,1
"12101",2,22
"4019",1,1
"8116",0,0
"13010",2,0
"20015",15,12
"8027",2,0
"21315",4,2
"6022",0,0
"41403",10,9
"33014",1,4
"13052",5,17
"15127",0,18
"15036",0,8
"33103",1,1
"41401",8,16
"14031",6,3
"16019",1,1
"13018",0,4
"14011",10,11
"11001",5,26
"17009",8,16
"20022",3,8
"15001",1,0
"12036",9,6
"14026",4,7
"16105",1,1
"16036",2,7
"42505",5,22
"1020",0,0
"1006",0,2
"11112",7,8
"6010",1,4
"19110",6,2
"22201",22,4
"4006",4,20
"17019",2,1
"16013",6,13
"7012",0,2
"18034",7,13
"6104",0,1
"12019",6,9
"16102",1,2
"14135",2,1
"12156",8,8
"18140",6,8
"4108",3,11
