"station_code","mechanical_available","electric_available"
"11104",3,5
"10013",1,11
"14111",5,2
"5110",5,1
"33006",7,11
"41301",6,10
"6021",4,1
"25006",4,1
"17026",6,11
"7003",1,5
"7002",5,11
"11025",1,15
"13101",8,16
"31024",4,4
"17044",10,10
"19033",13,2
"20143",5,9
"22207",5,16
"13030",4,3
"6029",3,7
"19027",4,0
"31028",1,4
"17048",5,5
"44017",6,20
"8103",0,0
"8048",1,3
"7011",1,1
"9014",1,0
"8053",2,0
"9001",1,2
"10162",2,4
"10029",1,2
"10161",1,1
"41303",8,22
"7018",2,3
"5022",0,0
"9106",1,2
"9038",3,0
"31103",26,2
"15112",3,2
"31706",5,1
"17004",4,4
"8036",2,0
"12151",12,24
"31024_relais",0,0
"92007",3,2
"16026",5,9
"10107",5,4
"11027",5,8
"17043",0,3
"16039",1,18
"31009",13,1
"17030",3,4
"12111",12,7
"5032",2,0
"20042",6,0
"15067",2,6
"6006",1,4
"8010",4,2
"31022",5,2
"14003",2,4
"11113",1,10
"10016",0,0
"41302",40,4
"33017",8,3
"15042",0,1
"20112",4,2
"18011",12,9
"19120",1,0
"19103",6,2
"12114",3,3
"14138",7,3
"21312",2,0
"10024",1,0
"18046",4,6
"31102",15,0
"21209",11,2
"18022",7,6
"21005",3,6
"14124",2,2
"15110",5,13
"20131",0,2
"44013",10,7
"31008",6,1
"21015",2,16
"44003",10,10
"41404",3,22
"41202",2,35
"11030",0,1
"31708",4,0
"35020",0,0
"9116",5,0
"11039",1,9
"17031",6,10
"15103",1,12
"22003",7,0
"41601",5,16
"14110",4,2
"16108",0,3
"43005",3,5
"8057",1,1
"22016",7,13
"14136",6,3
"10014",3,11
"5123",2,15
"11035",7,6
"46001",4,6
"21301",12,21
"32003",6,4
"11042",4,23
"15013",7,19
"12009",0,15
"20121",7,2
"42015",4,4
"32016",3,2
"15201",6,3
"31010",2,0
"43003",0,3
"11004",3,20
"23009",1,0
"12027",3,13
"11007",8,43
"42029",13,12
"28001",3,13
"26007",6,2
"17102",8,7
"16111",1,8
"19005",2,0
"14021",3,3
"18110",4,8
"43402",2,31
"33018",2,22
"10113",3,9
"11115",7,10
"21305",5,18
"16121",2,5
"14117",4,5
"18141",2,5
"24002",0,0
"41102",6,22
"17037",1,8
"19004",2,0
"16124",3,31
"20043",1,0
"33009",14,11
"13045",3,8
"15010",11,23
"7009",5,7
"15033",5,14
"33019",4,6
"8033",1,9
"16034",2,13
"5114",1,3
"20119",2,0
"42207",5,17
"12030",4,27
"42707",7,10
"5119",3,2
"35009",2,3
"31705",8,2
"21109",12,12
"20120",8,0
"23701",8,12
"21502",2,3
"14001",2,2
"31012",3,2
"12024",6,23
"42023",1,19
"35019",4,4
"41604",8,1
"31702",5,0
"18005",2,0
"43006",2,5
"15028",4,15
"8102",2,1
"8012",1,1
"21013",7,14
"42503",6,1
"17017",6,5
"14139",1,3
"13102",1,4
"15055",6,17
"41207",9,7
"12032",5,13
"19037",6,0
"20109",6,0
"21032",1,8
"19109",4,1
"31019",3,3
"17124",1,1
"44012",6,1
"31016",3,0
"8051",2,4
"13043",4,12
"44102",9,3
"9115",3,1
"16123",2,0
"19039",3,1
"16032",4,11
"21003",10,10
"22001",3,0
"18025",4,9
"20027",2,1
"20021",3,3
"17047",3,6
"6016",1,6
"11040",1,1
"16004",0,0
"17046",4,3
"32017",3,3
"17121",3,11
"18113",3,2
"19009",11,11
"20023",3,0
"9117",7,3
"35017",4,1
"15031",5,14
"21014",6,4
"35014",1,3
"19127",1,3
"16015",0,1
"15070",3,11
"14112",3,0
"47004",6,9
"16122",8,7
"15002",4,11
"32015",13,11
"10010",9,8
"16027",0,7
"1117",0,1
"11043",3,2
"32004",8,4
"16029",1,14
"18017",5,1
"8019",6,3
"8001",1,15
"42703",6,7
"14028",0,0
"20201",3,2
"13046",11,26
"22102",3,0
"4110",1,11
"7008",3,1
"14030",8,3
"10114",4,8
"15058",1,2
"12161",1,36
"19041",3,0
"21114",5,5
"15107",4,13
"21024",3,1
"19023",6,3
"32603",4,0
"2013",1,0
"12041",1,9
"8038",0,3
"7016",2,8
"4011",2,11
"14006",2,1
"9118",7,2
"4013",2,10
"10163",4,3
"31023",0,0
"18042",4,1
"20019",1,0
"12108",4,53
"31013",2,0
"18001",0,0
"5019",1,5
"18019",7,1
"15063",3,14
"11003",4,27
"9012",1,1
"15020",9,18
"41206",1,2
"19031",8,5
"13114",2,1
"15061",3,9
"20017",5,2
"23008",2,4
"14116",9,2
"33005",3,9
"11107",4,31
"9113",4,8
"20103",1,1
"2014",2,1
"16041",1,21
"3101",1,1
"23302",7,3
"11048",3,12
"8049",2,1
"6031",0,3
"14007",2,4
"12154",5,7
"10164",9,8
"8029",0,1
"19021",4,0
"11044",2,3
"19030",4,8
"35008",3,1
"16031",2,3
"12127",3,10
"12153",1,15
"5028",3,22
"8032",0,0
"18014",2,1
"13110",2,3
"14127",11,1
"12010",5,3
"20117",2,0
"48009",14,2
"4107",4,4
"31017",7,3
"13047",5,43
"44103",4,11
"22403",8,3
"92005",3,7
"22103",2,8
"20047",2,1
"22009",2,0
"13117",4,5
"7024",1,11
"31101",8,1
"21120",0,0
"35004",2,9
"33104",14,10
"8011",3,1
"13020",10,10
"35011",2,5
"35015",7,6
"15019",3,12
"10037",0,1
"5029",0,0
"20002",8,1
"9036",0,0
"10152",2,10
"13027",7,6
"21118",1,1
"10004",1,3
"11103",5,10
"10153",9,6
"8008",3,3
"5034",4,40
"6024",2,8
"22013",1,5
"21115",4,8
"21029",1,5
"7111",1,5
"21708",7,2
"14101",1,2
"13048",10,13
"42304",4,15
"21316",5,1
"44002",11,13
"16115",2,2
"13039",5,5
"15123",2,22
"13121",5,15
"21031",7,2
"15043",7,1
"17039",10,1
"5107",1,9
"17033",0,0
"16101",1,0
"42305",10,7
"16003",1,2
"21028",2,5
"42003",12,14
"20007",7,2
"32301",10,0
"21219",7,3
"10018",2,1
"22008",5,1
"31025",12,4
"13128",2,15
"5014",2,2
"13011",5,1
"32011",1,1
"20108",2,0
"16020",11,4
"13126",4,6
"18027",6,7
"11038",0,0
"4003",2,5
"16030",3,40
"8020",8,5
"22501",3,15
"15023",6,8
"4001",0,3
"8549",1,1
"23003",5,4
"17023",6,6
"19108",8,0
"4016",1,21
"6008",0,5
"10105",2,0
"13109",4,14
"21204",9,2
"42209",2,4
"13106",1,0
"17003",13,5
"21217",1,0
"15030",1,51
"9114",1,0
"16011",3,1
"25001",2,16
"14010",7,6
"21306",1,4
"92001",4,1
"43010",6,4
"17107",5,10
"16002",8,3
"15004",1,5
"15057",0,5
"19128",4,3
"22408",5,2
"11017",6,5
"17108",3,5
"41205",4,0
"15022",7,16
"33015",14,14
"15311",3,1
"35006",8,2
"17111",3,5
"15011",2,9
"9004",2,1
"51002",4,3
"32601",2,0
"12026",2,36
"6012",2,2
"27005",3,6
"21501",2,7
"9102",1,3
"18044",4,2
"22202",0,0
"18030",8,3
"5024",5,2
"31005",4,7
"13516",3,18
"12155",5,22
"2108",0,0
"7109",2,3
"10021",2,3
"41211",8,6
"21707",8,4
"4019",2,12
"8116",0,0
"20015",7,4
"51001",0,20
"15039",5,1
"21315",8,4
"6022",0,6
"15006",6,3
"9007",0,3
"41403",7,9
"21303",2,27
"33014",1,5
"15127",3,21
"13035",2,2
"15036",5,14
"20105",1,6
"14032",2,10
"33103",5,1
"6002",0,2
"13018",2,15
"14011",6,6
"18039",8,4
"15008",2,13
"20022",3,1
"12036",3,12
"5007",2,4
"14026",11,7
"16012",2,4
"42505",7,19
"12015",3,14
"48004",7,5
"26004",8,9
"18139",6,1
"11112",7,10
"19110",7,1
"3008",4,3
"5015",5,2
"44014",8,7
"18004",1,0
"20034",10,1
"7012",4,8
"20008",11,4
"14103",3,3
"6104",0,1
"20104",1,2
"21309",3,29
"12156",8,1
"4108",3,11
"1007",1,3
"3010",1,1
"9037",3,2
"19201",5,3
"19010",11,7
"15132",5,3
"41405",7,15
"14019",0,1
"21026",1,1
"32013",7,3
"16103",3,1
"21953",2,0
"7021",2,2
"3001",3,6
"31709",7,3
"8028",0,0
"10027",10,4
"10009",3,10
"22401",2,1
"21506",14,1
"20029",2,0
"2003",0,6
"5122",2,1
"13017",3,4
"15111",8,8
"2005",1,1
"19129",3,0
"24006",5,3
"3009",2,6
"4014",1,4
"26005",9,10
"3012",1,0
"22306",6,3
"14022",5,1
"13125",4,34
"12020",5,7
"22502",6,13
"9111",1,0
"48005",10,1
"1014",1,1
"42211",7,8
"41208",7,1
"21706",3,0
"4009",2,11
"4017",0,0
"26006",5,19
"42026",4,4
"2012",1,1
"4015",0,16
"19111",2,1
"3004",6,5
"4007",9,10
"2004",1,5
"19130",6,7
"33020",10,5
"22506",4,13
"2008",1,7
"32019",11,15
"23101",0,2
"17106",0,1
"4018",2,3
"2009",1,1
"1018",2,2
"1116",1,7
"27001",11,6
"15040",3,6
"12164",9,5
"48008",9,0
"6007",4,7
"31020",5,4
"35005",7,6
"10201",5,9
"12166",4,1
"1013",6,11
"2006",0,2
"9019",4,0
"2109",0,0
"23042",7,6
"42019",15,20
"32020",3,1
"19046",7,2
"1024",0,1
"1008",0,1
"44004",6,20
"12016",8,21
"23301",5,18
"10166",2,1
"34013",8,18
"20140",6,2
"48012",8,3
"20048",1,0
"42022",3,24
"2022",0,1
"17020",1,5
"23202",7,2
"13051",0,5
"10202",1,11
"5027",5,14
"20142",9,3
"51008",9,1
"25007",4,0
"21704",4,18
"18135",6,5
"32012",10,9
"19114",7,3
"12123",3,23
"24004",7,11
"13015",3,21
"8040",1,0
"19006",8,5
"13024",7,10
"13116",14,16
"13006",4,31
"12119",8,29
"21022",5,8
"8052",2,0
"11022",4,7
"13028",1,30
"14027",3,5
"20110",4,0
"42303",4,15
"48002",9,7
"41605",4,1
"13120",3,15
"35013",2,2
"20020",6,15
"12102",6,20
"24005",8,7
"22701",0,0
"15050",3,16
"14009",4,6
"16017",1,2
"25004",5,15
"12022",3,11
"15027",5,0
"31105",10,0
"8046",3,11
"7010",0,4
"22404",7,7
"8007",1,12
"5033",1,11
"18101",9,3
"20005",5,2
"6028",1,13
"12122",2,4
"24007",5,10
"11029",2,4
"15014",4,14
"15114",0,1
"15044",2,1
"12040",4,18
"25002",3,6
"15113",4,3
"13008",3,1
"16022",1,0
"20011",10,3
"14025",2,1
"11018",5,4
"21511",5,1
"19007",3,6
"21016",3,13
"6020",1,16
"21107",5,9
"12017",18,13
"42027",9,7
"16104",5,5
"17036",5,1
"21510",1,0
"24010",10,9
"51007",6,3
"1201",0,0
"17050",1,1
"44009",8,38
"10001",4,14
"44010",11,18
"8003",1,0
"19045",0,0
"13053",3,1
"9029",1,3
"25010",1,0
"35021",8,2
"18018",5,2
"10025",1,5
"22305",12,6
"18045",1,2
"12165",0,6
"21954",5,3
"23203",3,1
"23201",2,0
"22602",4,7
"11201",4,3
"22005",0,3
"15056",5,14
"26008",8,6
"17126",6,2
"34005",17,6
"34012",0,0
"21514",2,0
"31303",16,6
"4104",1,1
"10026",7,8
"18023",6,7
"18026",13,5
"18024",1,2
"8004",1,28
"16107",1,2
"31104",20,5
"9020",2,0
"12109",1,26
"5001",1,15
"14014",8,26
"8026",1,1
"6003",1,3
"13007",7,25
"6108",0,2
"42016",1,3
"21010",4,3
"17038",3,2
"17041",1,4
"7001",5,9
"5016",1,1
"15047",7,5
"17025",2,3
"14108",2,1
"15026",12,12
"47007",5,13
"8050",2,0
"43002",5,2
"16138",1,6
"21216",8,2
"15068",1,0
"7004",2,1
"92002",2,1
"16118",2,5
"2017",1,7
"9008",0,3
"14013",5,5
"13118",5,54
"18111",1,0
"48003",4,4
"16110",3,1
"18134",1,0
"14002",3,1
"43009",4,9
"17032",3,1
"8016",2,3
"10115",2,4
"5005",1,2
"12031",2,33
"9002",1,2
"17040",4,0
"8009",2,10
"1001",1,3
"19105",5,0
"6001",1,7
"17008",3,3
"7025",2,0
"17012",0,0
"22409",4,2
"5020",1,5
"19015",2,1
"9022",2,0
"26003",5,8
"19003",3,2
"18107",1,1
"9028",0,3
"19026",1,0
"11002",2,13
"11023",5,7
"45003",7,3
"11047",0,6
"8034",2,1
"19043",9,3
"14020",5,3
"43401",15,27
