"station_code","mechanical_available","electric_available"
"16107",0,5
"31104",20,5
"11104",2,1
"9020",6,3
"10013",19,21
"8026",1,0
"14111",1,1
"13007",9,20
"6021",1,0
"25006",5,1
"17026",3,0
"17038",2,4
"17041",2,2
"7001",2,7
"7002",1,13
"11025",4,21
"17025",1,1
"31024",2,1
"15026",11,7
"47007",7,11
"19033",14,4
"16138",1,6
"21216",2,1
"15068",1,0
"13030",7,7
"44017",4,20
"2017",0,2
"8103",0,0
"8048",0,1
"14013",2,5
"13118",3,51
"18111",6,1
"48003",0,3
"14002",5,5
"9001",4,0
"17032",3,1
"8016",4,3
"10162",3,0
"10115",1,2
"10029",1,1
"41303",9,22
"7018",1,1
"12031",4,28
"9002",4,5
"5022",9,0
"9038",8,0
"6001",1,8
"17008",1,2
"15112",3,1
"22409",2,2
"5020",9,21
"9022",3,0
"26003",6,6
"17004",5,6
"12151",15,29
"31024_relais",0,0
"92007",0,0
"9028",1,0
"17043",1,4
"16039",3,15
"11023",6,5
"45003",7,3
"31009",7,0
"17030",1,1
"12111",5,5
"8034",1,1
"26002",11,18
"12128",2,29
"31022",3,5
"14003",4,2
"46002",7,24
"18003",5,2
"11113",9,7
"42706",9,4
"33017",3,3
"15042",0,1
"20112",3,1
"18011",2,5
"43008",7,7
"33102",6,2
"8045",4,23
"15105",2,11
"5004",0,0
"19103",8,4
"12114",2,8
"14138",0,3
"46003",15,8
"41209",12,0
"21312",1,0
"10024",0,4
"18028",3,0
"5018",10,11
"15054",4,4
"5124",1,1
"22406",2,2
"2111",1,10
"8054",0,0
"21209",3,0
"14012",2,3
"15133",4,21
"21006",8,2
"20131",2,3
"31008",2,2
"21015",6,16
"41404",2,22
"42021",6,24
"11030",8,5
"35020",0,0
"22402",1,1
"21008",5,6
"11039",6,7
"17013",4,1
"16008",1,0
"17031",3,8
"5106",3,3
"11026",4,10
"13050",1,28
"17105",0,6
"11024",12,15
"16038",6,8
"14110",4,2
"17125",3,0
"16108",1,3
"43005",6,21
"19032",32,8
"16136",2,18
"19022",4,1
"20134",0,0
"8057",2,2
"24001",18,1
"8025",2,1
"32302",4,0
"5123",2,20
"11035",6,4
"42010",6,40
"46001",4,6
"22006",1,8
"21301",6,18
"1002",4,17
"19029",4,3
"32003",2,1
"9005",1,1
"42504",5,4
"20121",5,1
"42015",3,3
"20111",3,0
"5006",1,0
"8013",0,2
"11004",6,24
"7005",1,7
"19125",8,1
"14036",1,1
"12027",5,8
"11007",12,37
"32303",4,2
"42029",7,7
"26007",2,3
"14021",1,1
"18110",6,1
"12115",1,4
"41606",0,3
"43402",4,33
"33018",0,23
"12013",3,2
"11115",8,10
"14117",10,12
"18141",17,0
"23001",1,3
"24002",0,0
"41102",4,15
"33003",7,5
"20043",0,1
"25005",3,1
"22505",4,2
"32010",3,0
"16018",1,3
"15010",19,14
"12034",5,18
"17042",4,1
"33019",4,4
"15122",6,13
"8033",0,6
"12029",6,43
"20119",2,0
"19019",5,4
"42207",4,16
"12030",5,24
"5119",5,4
"31705",7,3
"8055",2,0
"13014",4,8
"20120",0,0
"23701",6,10
"21502",0,2
"14001",9,10
"31012",4,2
"14104",3,1
"20113",1,1
"41604",3,0
"17018",0,0
"15029",0,0
"5002",4,9
"18005",6,0
"10005",1,3
"5116",13,19
"18020",8,3
"20136",1,0
"43006",0,1
"8012",3,1
"14018",0,0
"21013",5,16
"42503",3,1
"23011",1,6
"21111",0,14
"7006",0,11
"20040",2,0
"13026",3,14
"23002",10,8
"14139",2,0
"14130",2,0
"34002",4,12
"7014",2,4
"12032",5,12
"19037",1,0
"6107",0,10
"6103",3,4
"21032",2,5
"32014",9,3
"17124",2,1
"17027",5,4
"10165",4,10
"51003",12,14
"11020",3,11
"8051",0,2
"44102",3,1
"16123",1,0
"16032",6,11
"17122",1,2
"20027",4,0
"15108",1,9
"6016",12,8
"16004",0,0
"17046",2,3
"32017",4,3
"18113",4,4
"19009",13,10
"19038",3,1
"18029",6,8
"6030",0,0
"20118",2,1
"16021",0,3
"9117",7,3
"11041",11,21
"35003",6,3
"35014",7,8
"47005",6,18
"19127",0,2
"12107",6,9
"47004",7,10
"21001",6,6
"18033",4,3
"23007",3,6
"32015",10,8
"16043",3,1
"18043",9,4
"1117",4,19
"1120",17,6
"16029",0,18
"18017",4,1
"8019",4,0
"18008",4,2
"13103",5,0
"42703",5,6
"14028",0,0
"13046",9,26
"22102",2,1
"12004",5,25
"15003",45,13
"4110",2,16
"7008",2,1
"14030",5,5
"17022",6,5
"7020",0,10
"15058",1,2
"19041",3,1
"21114",1,2
"15107",6,10
"31704",1,2
"21024",1,2
"2013",1,0
"21311",1,47
"8038",0,0
"7016",4,8
"4011",8,16
"45001",8,10
"9118",6,9
"4013",3,16
"10163",1,0
"18042",8,1
"20019",2,0
"17116",3,10
"12108",3,54
"31013",3,0
"18001",1,1
"32018",10,13
"17016",7,8
"5019",6,3
"18019",4,0
"15063",4,13
"11003",7,25
"15020",3,13
"13113",3,4
"13114",4,8
"20017",4,0
"8015",3,3
"16016",4,5
"7026",2,17
"21108",4,31
"14116",7,2
"47002",6,7
"33005",2,8
"2110",2,1
"1022",4,4
"13019",1,14
"11046",3,9
"5030",1,2
"11107",7,30
"9113",2,4
"3101",3,5
"8049",0,0
"2101",4,27
"14007",2,4
"10164",4,1
"8029",1,6
"11044",7,8
"17104",1,0
"22002",2,2
"35008",3,1
"20045",5,0
"11110",6,4
"12153",2,15
"12033",20,43
"18014",3,1
"42011",6,11
"15009",6,10
"23005",1,3
"12010",6,4
"14125",2,1
"9013",2,1
"23006",7,4
"18114",6,2
"22403",2,2
"21951",0,0
"10039",4,1
"12125",2,4
"31101",7,1
"17001",3,11
"21120",0,0
"9016",8,6
"33104",10,5
"11031",9,10
"35011",2,2
"19036",2,0
"15060",0,2
"16007",1,2
"15131",10,14
"10037",5,3
"5029",0,0
"20002",1,1
"9036",1,1
"15125",0,25
"13515",3,18
"21118",1,0
"10004",6,20
"11103",3,7
"8008",3,7
"21203",4,4
"5034",4,33
"22013",3,2
"21115",3,5
"7111",2,9
"20039",10,4
"15072",1,26
"21708",4,1
"10017",1,7
"14101",7,18
"11109",5,9
"21316",3,0
"15052",20,20
"31021",5,1
"16115",0,4
"13039",6,0
"16024",3,2
"21702",0,0
"17039",0,1
"5107",0,5
"17033",0,0
"21213",3,1
"16101",1,0
"42305",5,7
"11032",16,26
"16003",1,5
"21028",5,6
"32301",1,0
"12043",4,35
"21219",8,3
"10018",10,8
"31025",7,3
"13128",3,17
"32011",0,3
"42701",7,0
"16020",8,2
"13126",1,7
"11038",8,9
"8020",10,3
"17015",0,5
"15023",5,14
"4001",1,3
"32001",0,0
"11021",4,0
"17023",4,3
"44007",8,13
"4016",9,43
"6008",0,5
"42501",4,19
"35001",3,8
"21217",1,2
"15064",2,13
"12007",8,34
"44101",2,28
"31007",13,7
"21306",2,5
"23004",5,1
"16002",1,0
"15004",7,6
"15057",1,6
"18007",5,2
"15005",1,0
"22408",6,1
"11017",8,2
"18006",14,3
"6027",0,4
"21401",3,0
"13044",6,19
"9027",6,1
"16001",0,0
"1021",3,15
"33015",15,14
"9024",1,2
"15311",3,1
"35006",6,3
"18041",14,1
"12018",5,3
"17111",5,5
"44016",8,17
"44005",8,9
"9004",6,4
"51002",2,3
"4021",8,11
"15102",7,11
"33016",6,2
"27005",2,5
"21319",2,2
"9102",1,1
"22202",0,0
"9006",5,1
"92006",0,1
"5024",5,4
"31005",4,2
"12038",6,10
"9011",5,4
"13025",6,24
"12101",3,19
"4019",11,15
"8116",0,0
"3102",0,13
"20015",4,2
"51001",1,20
"15039",0,1
"21402",0,0
"41403",2,9
"23102",0,15
"21303",1,27
"33014",3,2
"11033",14,12
"13052",3,24
"17024",4,1
"13035",8,3
"14032",3,7
"41401",4,6
"6002",1,1
"16019",4,3
"11011",2,18
"41203",7,4
"11001",14,25
"18039",4,0
"15001",21,18
"12036",11,6
"5007",7,2
"14026",7,7
"16105",2,2
"10008",3,4
"16012",1,4
"16036",1,18
"12015",0,15
"48004",9,3
"26004",4,9
"18139",3,0
"1006",5,16
"11112",6,7
"19110",3,1
"22201",11,1
"5015",1,3
"45002",7,17
"16042",4,11
"16037",2,23
"47003",2,16
"16013",1,1
"20008",3,0
"6104",5,2
"12019",3,1
"20104",1,1
"21309",3,31
"20001",7,3
"20024",3,2
"18140",5,15
"4108",6,6
"1007",3,6
"13005",3,19
"19002",5,1
"9037",5,1
"8110",1,2
"10034",4,1
"19201",4,2
"19010",9,3
"22301",3,12
"41405",8,15
"14019",0,1
"2015",1,1
"32013",4,3
"16103",3,1
"10011",2,10
"3011",8,5
"10027",10,5
"10009",10,8
"11037",10,7
"21506",14,0
"22503",3,3
"3005",4,13
"2021",4,8
"24006",5,1
"4014",2,5
"3012",1,6
"14022",2,6
"13125",8,42
"19012",0,1
"14023",5,3
"3006",8,13
"15062",4,31
"18136",9,4
"22504",2,4
"48005",10,1
"1014",1,0
"14133",1,2
"42211",4,5
"3003",5,8
"4009",9,7
"4017",0,0
"26006",3,19
"42026",4,4
"44001",6,20
"4015",11,16
"12163",7,19
"21509",1,0
"19111",1,0
"3004",8,4
"4007",11,19
"13054",7,15
"1012",5,14
"35012",9,2
"18015",11,3
"22506",3,12
"2009",1,1
"1018",5,3
"15040",1,8
"12164",9,5
"14134",9,1
"17021",1,0
"6026",1,3
"22601",3,3
"1023",2,6
"48008",8,0
"5003",0,4
"3007",1,3
"16139",6,3
"18112",3,1
"10201",6,13
"48007",4,9
"27006",9,9
"42028",10,8
"12166",4,1
"1013",7,25
"22603",3,0
"1015",0,0
"16010",0,1
"2102",4,5
"9019",5,2
"2109",0,0
"23042",3,6
"42019",6,15
"32020",2,2
"1024",7,8
"19118",1,1
"21011",2,11
"44008",9,18
"34013",2,15
"2022",2,0
"45004",21,13
"5027",6,19
"20142",0,1
"25007",4,0
"42024",6,17
"19121",1,0
"24101",10,1
"12123",9,36
"21002",8,5
"8018",1,5
"19006",2,1
"13024",7,4
"23041",3,20
"13006",5,28
"12119",5,26
"15012",6,31
"20003",3,6
"10003",3,1
"9025",2,0
"21022",2,1
"15041",7,2
"8052",2,0
"11022",9,2
"41103",6,2
"41602",1,0
"13028",1,29
"13036",5,2
"20110",3,1
"48002",5,4
"41605",0,1
"35013",3,2
"20020",3,0
"12008",5,41
"43007",5,11
"22701",0,0
"14004",2,0
"20032",3,4
"14035",17,11
"15050",2,15
"16025",4,12
"6025",1,0
"16017",2,0
"16116",5,12
"20013",3,1
"7023",5,39
"14005",2,0
"31105",8,0
"42205",7,21
"17117",1,4
"8046",4,9
"7010",1,9
"22404",5,7
"8007",1,16
"17006",3,7
"19102",11,5
"18101",2,0
"20005",4,1
"12122",2,4
"21205",1,3
"11028",13,4
"16033",0,11
"13055",7,19
"11029",28,8
"15014",2,18
"11016",4,0
"6004",2,4
"21027",2,10
"6005",4,19
"20011",2,6
"14025",1,1
"5105",0,9
"6020",7,27
"13013",5,13
"21107",1,6
"5031",3,7
"22007",2,3
"12039",2,24
"13037",3,2
"20033",7,8
"17036",4,2
"21510",0,0
"1201",0,0
"21112",3,8
"22703",6,5
"17050",8,2
"10028",14,7
"10151",5,3
"44010",11,18
"8003",2,0
"19045",0,0
"13053",2,12
"9029",3,5
"18045",3,4
"22507",2,13
"21954",4,3
"23203",0,1
"10038",2,4
"12106",10,50
"22005",0,1
"12105",14,35
"9035",1,2
"15056",6,13
"26008",3,4
"34005",9,6
"34012",0,0
"21514",1,0
"31303",14,5
"4104",6,11
"17010",7,4
"18024",3,6
"4005",4,7
"42004",7,12
