"last_reported","station_id","is_installed","is_returning","is_renting","dock_available","mechanical_available","electric_available"
1658102805,213688169,1,1,1,30,1,3
1658102964,653222953,1,1,1,4,2,22
1658103021,516709288,1,1,1,11,4,5
1658102625,36255,1,1,1,16,2,3
1658102966,37815204,1,1,1,5,21,2
1658103021,100769544,1,1,1,14,28,2
1658102978,85002689,1,1,1,14,39,4
1658102832,123095125,1,1,1,48,7,2
1658102754,120827885,1,1,1,7,2,1
1658102596,251039991,1,1,1,23,1,1
1658102466,37874517,1,1,1,21,0,0
1658102983,66491398,1,1,1,8,33,5
1658102877,210403080,1,1,1,7,6,9
1658102423,210561800,1,1,1,15,2,0
1658102814,209063434,1,1,1,18,3,9
1658102928,94555589,1,1,1,8,11,8
1658102942,244498842,1,1,1,25,18,5
1658102823,43195240,1,1,1,19,3,3
1658102986,210405211,1,1,1,16,1,2
1658102862,501862076,1,1,1,17,1,4
1658102928,54000559,1,1,1,25,4,9
1658102836,207633746,1,1,1,44,2,3
1658102653,85043758,1,1,1,23,6,6
1658103020,210566542,1,1,1,54,0,2
1658102988,437597018,1,1,1,25,1,1
1658102898,210565680,1,1,1,16,15,2
1658102980,210397939,1,1,1,14,3,0
1658102927,82405965,1,1,1,5,26,10
1658102816,213682736,1,1,1,41,5,5
1658102953,80101533,1,1,1,29,2,4
1658102964,54000581,1,1,1,12,15,6
1658102463,13105968,1,1,1,13,5,2
1658102915,653208733,1,1,1,24,1,12
1658102934,27415224,1,1,1,17,7,6
1658102716,907054879,1,1,1,15,1,4
1658102761,129094535,1,1,1,29,6,6
1658102483,54000612,1,1,1,38,3,0
1658102579,128986726,1,1,1,29,4,0
1658102893,599135701,1,1,1,33,4,7
1658103015,102747146,1,1,1,3,11,10
1658102772,2515403527,1,1,1,28,1,1
1658102614,653132534,1,1,1,18,2,5
1658102444,506455295,1,1,1,14,0,2
1658103022,1057149522,1,1,1,0,12,7
1658102965,210567545,1,1,1,14,4,0
1658102436,2515085147,1,1,1,20,1,0
1658102634,653197324,1,1,1,10,1,11
1658102703,210408693,1,1,1,22,2,1
1658102924,42950839,1,1,1,13,1,4
1658102653,14813797734,1,1,1,18,5,4
1658102990,88230992,1,1,1,20,7,2
1658102923,499303158,1,1,1,7,17,3
1658102910,27415302,1,1,1,15,4,7
1658102815,27414512,1,1,1,35,4,1
1658102796,210580039,1,1,1,5,5,6
1658102747,49474389,1,1,1,13,8,1
1658102764,128940135,1,1,1,19,0,1
1658102977,35149611,1,1,1,4,8,0
1658102959,1057296253,1,1,1,1,55,1
1658102941,210570888,1,1,1,22,0,0
1658102961,129107656,1,1,1,12,2,7
1658102845,1057228658,1,1,1,5,2,15
1658102846,230873471,1,1,1,20,0,1
1658102779,507934805,1,1,1,24,0,0
1658102527,205047993,1,1,1,43,1,2
1658102895,39799329,1,1,1,34,0,0
1658102991,129164969,1,1,1,12,26,10
1658102770,128989986,1,1,1,26,1,1
1658102851,129004826,1,1,1,15,1,1
1658102804,518825709,1,1,1,19,2,0
1658102545,128930462,1,1,1,16,10,2
1658102986,911767210,1,1,1,16,5,0
1658102596,54000565,1,1,1,23,1,1
1658102857,210586093,1,1,1,17,3,2
1658102482,7254,1,1,1,22,0,2
1658102837,369644630,1,1,1,29,2,0
1658102999,214114469,1,1,1,2,22,7
1658102984,128887067,1,1,1,12,5,1
1658102701,55927887,1,1,1,17,16,1
1658103021,210574471,1,1,1,7,0,6
1658102627,72765603,1,1,1,11,4,5
1658102540,210582921,1,1,1,11,2,1
1658102815,43255030,1,1,1,43,1,3
1658102980,129025451,1,1,1,23,0,4
1658102864,128920403,1,1,1,26,0,1
1658102638,323616530,1,1,1,15,1,1
1658102788,208795867,1,1,1,10,0,7
1658103004,1062192012,1,1,1,5,2,26
1658102796,6296,1,1,1,16,0,1
1658103015,521393180,1,1,1,16,2,3
1658102913,576188379,1,1,1,20,1,3
1658102914,128915891,1,1,1,28,1,2
1658102656,82567101,1,1,1,13,2,8
1652812373,102290754,1,0,0,24,0,0
1658102650,457813746,1,1,1,11,3,2
1658102900,128882438,1,1,1,28,10,1
1658102753,50191171,1,1,1,19,1,3
1658102897,129014600,1,1,1,30,0,3
1658102998,3906153622,1,1,1,0,11,5
1658102961,129087587,1,1,1,25,6,8
1658102876,213693511,1,1,1,21,1,1
1658102926,82379648,1,1,1,27,4,1
1658102926,66491397,1,1,1,59,1,0
1658102989,907081682,1,1,1,0,0,0
1658103001,230877798,1,1,1,29,1,4
1658103006,2515995748,1,1,1,18,0,4
1658103009,27363162,1,1,1,13,3,7
1658102608,129021753,1,1,1,14,1,2
1658102986,210740080,1,1,1,47,0,1
1658102986,54000569,1,1,1,19,14,5
