"station_code","mechanical_available","electric_available"
"11104",6,2
"9020",1,0
"10013",5,1
"8026",3,4
"13007",2,4
"5110",3,3
"6108",1,3
"33006",0,2
"42016",1,0
"41301",3,4
"6021",3,11
"17026",1,4
"7003",15,32
"7001",0,1
"5016",1,0
"11025",4,5
"17025",0,0
"15026",4,22
"17044",1,10
"19033",0,2
"20143",1,2
"43002",0,8
"16138",5,14
"21216",4,0
"22207",1,13
"13030",0,7
"92002",3,0
"17048",2,1
"2017",3,3
"9008",2,0
"8103",0,0
"14013",2,3
"48003",5,0
"16110",3,2
"18134",2,0
"14002",5,6
"9014",1,0
"8053",1,0
"8016",15,9
"10029",1,0
"5005",2,1
"10161",2,1
"41303",6,24
"12031",3,32
"5022",8,4
"9106",3,9
"17040",3,0
"8009",9,15
"1001",4,10
"31103",30,2
"7025",9,15
"31706",8,3
"5020",10,23
"26003",0,4
"17004",0,1
"8036",2,0
"12151",13,42
"31024_relais",0,0
"18107",1,0
"92007",5,2
"9028",0,0
"17043",0,2
"11023",5,1
"45003",8,2
"19043",3,2
"5032",3,0
"43401",17,25
"6006",4,0
"12128",4,29
"8010",2,1
"19101",2,1
"18003",2,2
"11113",2,0
"41302",36,7
"33017",1,0
"15042",0,2
"19044",1,7
"18011",0,2
"13001",2,2
"44006",4,6
"19103",1,0
"12114",2,3
"21312",2,1
"15054",4,3
"15106",5,5
"14008",3,0
"18046",3,1
"10042",1,0
"31102",0,0
"8054",1,1
"15109",6,21
"14012",0,1
"21005",2,8
"15133",2,3
"15110",4,6
"21006",5,4
"31008",2,2
"48010",0,2
"41202",4,24
"1119",14,8
"25003",5,10
"22402",4,2
"17013",2,0
"17031",2,2
"13050",2,24
"32604",0,0
"19024",0,1
"15021",0,6
"17105",2,7
"11105",1,4
"18009",0,0
"14110",2,1
"17125",1,0
"19032",9,2
"24001",15,8
"32302",1,0
"10014",1,2
"5123",1,16
"13002",0,5
"42010",8,39
"15046",1,1
"17028",4,14
"42302",7,0
"1002",8,9
"19029",1,1
"21104",3,7
"19016",2,0
"7102",4,9
"20111",2,0
"15201",4,2
"31010",0,1
"5006",4,0
"43003",1,1
"14036",1,3
"19008",5,2
"23009",0,3
"11007",3,23
"32303",9,6
"6013",1,7
"28001",10,5
"17102",2,1
"7015",3,7
"14021",2,4
"15025",0,17
"35018",2,3
"43402",3,31
"12013",3,2
"10113",1,3
"21305",1,7
"16121",3,5
"14117",20,9
"24002",0,0
"41102",5,20
"11102",4,3
"19004",4,2
"16124",16,40
"33003",5,3
"5021",4,13
"25005",0,0
"22505",1,6
"32010",3,1
"16018",0,2
"12034",7,16
"8033",1,2
"12029",5,20
"21403",4,0
"20036",1,0
"35009",2,2
"13014",8,3
"21109",1,1
"20120",1,0
"23701",7,12
"14001",3,4
"31012",0,0
"12126",9,2
"16129",13,16
"5116",6,26
"92004",0,2
"18020",0,1
"20136",1,0
"5026",4,41
"43006",2,2
"15028",4,23
"8102",1,0
"21013",2,7
"42503",0,1
"23011",1,4
"7006",2,20
"17017",3,2
"8101",1,0
"13102",8,6
"11101",3,7
"15055",3,6
"14130",1,1
"16006",1,1
"10023",1,1
"12011",3,13
"6018",5,0
"20109",0,0
"6103",2,12
"31019",3,1
"32014",7,0
"18032",0,1
"17027",0,0
"10165",1,3
"22101",9,15
"11020",0,3
"8051",1,0
"13043",1,1
"19039",1,0
"21003",7,7
"22001",1,2
"17122",4,1
"19040",2,0
"17047",1,3
"6016",5,17
"41204",5,1
"16004",0,0
"17046",0,5
"18113",1,0
"19009",7,8
"18029",2,0
"21703",5,0
"6030",0,0
"16021",3,5
"15035",3,10
"9117",7,3
"31703",3,0
"11041",7,7
"35003",4,2
"35014",9,6
"47005",0,16
"15070",1,24
"14112",2,0
"47004",2,9
"9026",0,0
"18033",2,0
"15002",4,11
"23007",1,5
"10010",2,7
"1117",5,19
"16029",3,14
"8019",3,1
"8001",1,9
"14028",0,0
"20201",0,7
"13046",4,27
"12004",11,16
"17022",1,0
"6017",3,29
"10114",2,2
"15058",7,9
"19041",4,0
"13122",2,8
"21114",3,4
"10036",0,1
"31704",2,1
"21024",0,2
"19023",2,3
"7013",0,1
"2013",2,3
"21311",1,49
"45001",4,11
"14006",1,1
"13041",5,1
"9118",3,0
"18042",1,1
"7101",6,14
"17116",2,15
"18001",1,0
"32018",6,16
"17016",4,0
"5019",6,9
"9012",2,0
"15020",1,2
"20017",4,0
"1016",9,7
"16016",1,4
"7026",5,1
"14116",3,0
"31018",2,1
"47002",1,12
"33005",5,2
"2110",0,0
"1022",19,17
"13019",6,20
"5030",11,28
"11107",3,6
"20103",0,0
"2014",8,4
"16041",1,11
"4109",5,6
"11048",1,9
"8049",3,0
"6031",17,12
"2101",12,9
"21952",9,17
"10164",1,3
"8029",3,1
"19021",2,0
"11044",0,4
"19030",2,0
"13022",2,3
"20045",2,0
"5028",3,20
"17005",5,1
"8032",1,0
"14016",0,0
"12033",10,54
"12120",7,8
"18142",4,1
"13110",4,0
"42011",0,8
"15009",1,2
"23005",1,3
"20117",0,0
"48009",10,0
"9013",1,0
"13047",5,38
"18114",0,0
"44103",2,9
"21951",2,2
"92005",5,10
"10039",3,0
"13117",2,6
"7024",4,14
"31026",2,0
"12129",4,17
"21120",0,0
"9016",3,0
"33104",3,2
"12150",3,14
"8011",0,1
"19036",1,1
"35015",6,2
"15019",0,5
"16007",3,0
"10110",0,0
"15131",2,7
"5029",0,0
"10152",4,4
"13515",3,18
"21118",1,1
"11103",0,3
"8008",10,7
"21203",3,2
"5034",8,49
"6024",13,11
"22013",6,1
"21115",1,0
"16009",0,1
"21029",2,3
"7111",3,6
"20039",4,2
"15072",1,31
"10017",2,2
"14101",18,9
"13048",3,7
"41210",3,1
"42304",4,13
"21316",3,1
"16115",2,3
"13121",1,11
"21031",1,1
"21702",2,0
"17039",4,0
"20009",0,0
"17033",0,0
"9101",0,1
"16003",2,2
"22008",2,0
"13128",6,15
"5014",2,5
"13011",4,4
"20122",2,0
"16020",4,0
"13126",0,2
"4003",4,14
"16030",3,32
"15023",2,15
"32001",0,0
"19108",2,1
"44007",2,18
"6008",1,2
"4002",11,7
"43001",3,2
"22206",2,16
"13106",3,1
"15064",5,30
"15030",6,66
"9114",0,1
"12007",10,34
"31007",5,1
"13032",2,1
"21306",3,5
"8037",1,1
"27004",10,11
"23004",6,1
"16002",8,1
"23010",4,2
"18007",4,2
"15005",3,4
"19128",5,1
"22408",0,1
"21401",1,1
"13044",4,4
"9027",0,0
"17108",5,13
"4020",16,3
"15022",2,11
"1021",3,16
"9024",6,23
"15311",2,0
"18041",1,1
"17111",5,0
"44005",8,11
"17119",3,0
"15011",1,2
"7017",4,3
"15071",0,12
"4021",3,20
"15102",8,15
"12026",2,42
"27005",1,5
"13009",2,3
"9102",3,4
"22202",0,0
"21314",3,8
"5024",7,5
"12038",1,1
"12155",4,17
"12028",0,3
"9034",2,15
"12035",1,10
"41211",5,6
"44011",9,4
"4010",10,10
"4019",8,21
"8116",0,0
"3102",18,21
"20015",2,0
"51001",4,22
"8027",0,0
"15039",0,0
"15006",4,4
"11033",3,13
"15127",1,32
"15036",3,14
"10033",1,0
"33103",0,3
"6002",7,11
"20044",0,8
"10019",1,0
"11011",1,9
"14011",2,0
"11001",5,20
"18039",1,0
"15008",2,3
"15001",29,13
"14026",3,2
"12015",5,7
"48004",3,3
"1020",9,9
"1006",9,17
"6010",1,1
"19110",8,15
"22201",1,2
"3008",7,11
"4006",14,27
"5015",4,4
"18202",2,1
"17019",0,1
"16037",3,22
"18004",5,0
"16013",0,0
"14103",1,2
"12019",0,2
"14135",4,1
"21309",4,32
"20024",2,0
"12156",2,1
"1007",7,7
"19002",2,7
"3010",5,8
"19010",2,2
"15132",1,0
"41405",6,15
"14019",1,0
"21026",15,8
"2015",10,19
"32013",3,3
"12002",3,9
"16103",3,0
"3001",9,7
"14137",1,3
"10011",1,5
"8028",11,12
"10027",8,4
"11037",5,3
"4103",2,19
"22503",2,11
"1102",10,23
"5122",1,0
"2002",13,12
"3005",4,8
"2005",0,13
"19129",0,0
"2021",4,9
"24006",3,1
"3009",5,12
"22306",1,5
"14022",2,6
"31001",2,1
"21507",1,1
"22502",4,14
"15062",2,25
"18136",4,2
"22504",6,6
"9111",1,0
"14133",1,1
"42211",1,4
"21215",1,3
"41208",10,2
"42704",4,5
"21706",1,0
"3003",3,11
"4012",13,8
"4009",10,12
"4017",0,0
"26006",3,15
"42026",2,6
"16044",3,20
"12163",12,18
"21509",2,2
"3002",4,5
"4007",12,20
"1012",7,10
