"last_reported","station_id","is_installed","is_returning","is_renting","dock_available","mechanical_available","electric_available"
1658077772,213688169,1,1,1,31,1,2
1658077762,653222953,1,1,1,7,1,20
1658077765,516709288,1,1,1,16,1,3
1658077545,36255,1,1,1,19,1,1
1658077718,37815204,1,1,1,19,9,1
1658077678,100769544,1,1,1,6,29,9
1658077718,85002689,1,1,1,14,37,5
1658077732,123095125,1,1,1,40,7,9
1658077290,120827885,1,1,1,8,0,2
1658077640,251039991,1,1,1,20,2,3
1658077651,37874517,1,1,1,14,4,2
1658077751,66491398,1,1,1,40,4,2
1658077738,210403080,1,1,1,15,4,3
1658077554,210561800,1,1,1,15,2,0
1658077585,209063434,1,1,1,22,0,8
1658077640,94555589,1,1,1,23,3,1
1658077688,244498842,1,1,1,24,13,9
1658077647,43195240,1,1,1,20,3,2
1658077497,210405211,1,1,1,15,1,3
1658077429,501862076,1,1,1,21,0,1
1658077671,54000559,1,1,1,35,2,2
1658077758,207633746,1,1,1,43,5,1
1658077663,85043758,1,1,1,31,3,2
1658077749,210566542,1,1,1,32,15,6
1658077703,437597018,1,1,1,12,10,5
1658077693,210565680,1,1,1,23,2,7
1658077753,210397939,1,1,1,13,1,3
1658077751,82405965,1,1,1,17,19,5
1658077503,213682736,1,1,1,49,1,1
1658077494,80101533,1,1,1,31,2,2
1658077770,54000581,1,1,1,16,15,3
1658077574,13105968,1,1,1,17,0,3
1658077442,653208733,1,1,1,34,1,2
1658077770,27415224,1,1,1,11,16,4
1658077451,907054879,1,1,1,0,8,11
1658077615,129094535,1,1,1,39,1,1
1658077719,54000612,1,1,1,36,4,1
1658077681,128986726,1,1,1,28,3,1
1658077730,599135701,1,1,1,34,2,8
1658077756,102747146,1,1,1,15,5,4
1658077757,2515403527,1,1,1,20,7,3
1658077561,653132534,1,1,1,21,1,3
1658077684,506455295,1,1,1,12,0,4
1658077768,1057149522,1,1,1,3,11,5
1658077473,210567545,1,1,1,10,7,1
1658077770,2515085147,1,1,1,16,3,1
1658077699,653197324,1,1,1,11,1,10
1658077757,210408693,1,1,1,0,18,7
1658077537,42950839,1,1,1,15,0,2
1658077654,14813797734,1,1,1,21,2,4
1658077713,88230992,1,1,1,25,0,4
1658077699,499303158,1,1,1,13,13,1
1658077312,27415302,1,1,1,24,2,0
1658077345,27414512,1,1,1,37,0,3
1658077533,210580039,1,1,1,15,0,1
1658077278,49474389,1,1,1,13,9,0
1658077291,128940135,1,1,1,16,1,3
1658077770,35149611,1,1,1,8,3,1
1658077700,1057296253,1,1,1,4,51,4
1658077606,210570888,1,1,1,20,2,0
1658077696,129107656,1,1,1,18,0,3
1658077397,1057228658,1,1,1,11,2,9
1658077418,230873471,1,1,1,19,0,2
1658077206,507934805,1,1,1,22,2,0
1658077675,205047993,1,1,1,43,0,3
1658077723,39799329,1,1,1,26,3,5
1658077527,129164969,1,1,1,37,6,5
1658077189,128989986,1,1,1,23,3,2
1658077756,129004826,1,1,1,14,2,1
1658077375,518825709,1,1,1,20,0,1
1658077765,128930462,1,1,1,4,19,5
1658077623,911767210,1,1,1,19,0,2
1658077717,54000565,1,1,1,20,1,3
1658077569,210586093,1,1,1,21,1,0
1658077620,7254,1,1,1,22,1,1
1658077525,369644630,1,1,1,29,2,0
1658077746,214114469,1,1,1,5,22,4
1658077632,128887067,1,1,1,15,2,1
1658077626,55927887,1,1,1,6,25,2
1658077533,210574471,1,1,1,10,0,3
1658077700,72765603,1,1,1,9,2,7
1658077690,210582921,1,1,1,8,4,2
1658077516,43255030,1,1,1,43,3,1
1658077759,129025451,1,1,1,27,0,0
1658077645,128920403,1,1,1,26,0,1
1658077764,323616530,1,1,1,1,10,5
1658077661,208795867,1,1,1,17,0,0
1658077769,1062192012,1,1,1,3,2,27
1658077691,6296,1,1,1,10,6,1
1658077524,521393180,1,1,1,16,2,3
1658077305,576188379,1,1,1,20,3,1
1658077479,128915891,1,1,1,24,6,0
1658077596,82567101,1,1,1,18,0,5
1652812373,102290754,1,0,0,24,0,0
1658077765,457813746,1,1,1,9,5,2
1658077769,128882438,1,1,1,10,19,10
1658077656,50191171,1,1,1,13,4,5
1658077708,129014600,1,1,1,28,1,4
1658077766,3906153622,1,1,1,6,8,2
1658077646,129087587,1,1,1,37,0,2
1658077728,213693511,1,1,1,18,3,2
1658077726,82379648,1,1,1,23,5,3
1658077725,66491397,1,1,1,52,3,5
1658077525,907081682,1,1,1,0,0,0
1658077380,230877798,1,1,1,31,2,1
1658077618,2515995748,1,1,1,17,1,4
1658077741,27363162,1,1,1,15,7,1
1658077762,129021753,1,1,1,16,0,1
1658077615,210740080,1,1,1,45,1,2
1658077607,54000569,1,1,1,31,5,2
1658077374,80216231,1,1,1,34,2,2
1658077626,336511521,1,1,1,15,0,2
1658077757,129043651,1,1,1,8,12,2
1658077733,82562556,1,1,1,35,8,5
1658077547,129048000,1,1,1,38,2,5
1658077715,1062250686,1,1,1,24,2,9
1658077694,261987383,1,1,1,25,0,1
1658077663,813544903,1,1,1,12,13,4
1658077666,126050442,1,1,1,20,2,1
1658077672,27363489,1,1,1,24,1,2
1658077558,39296638,1,1,1,33,1,1
1658077723,205938683,1,1,1,47,1,4
1658077294,210399835,1,1,1,21,2,16
1658077540,1057324291,1,1,1,55,0,1
1658077690,102324803,1,1,1,39,0,0
1658077757,101763163,1,1,1,6,4,1
1658077719,653133605,1,1,1,5,31,5
1658077676,3906094706,1,1,1,4,16,12
1658077575,27414578,1,1,1,13,4,0
1658077646,508042092,1,1,1,2,29,3
1658077336,42603855,1,1,1,14,0,3
1658077434,818302209,1,1,1,46,2,2
1658077647,13718041,1,1,1,17,1,5
1658077492,265464297,1,1,1,43,1,5
1658077744,1057392676,1,1,1,5,24,5
1658077748,102309973,1,1,1,40,1,2
1658077506,532054446,1,1,1,51,2,4
1658077526,129034587,1,1,1,16,1,0
1658077739,314829539,1,1,1,36,3,10
1658077345,586539770,1,1,1,16,2,4
1658077585,3906335682,1,1,1,20,2,2
1658077544,583539396,1,1,1,17,3,7
1658077757,101753100,1,1,1,3,7,5
1658077559,27415466,1,1,1,17,2,2
1658077603,52393,1,1,1,32,4,14
1658077736,81081358,1,1,1,33,3,3
1658077728,66491385,1,1,1,22,1,1
1658077524,209057581,1,1,1,17,1,0
1658077763,66491389,1,1,1,50,2,4
1658077370,210749865,1,1,1,12,1,2
1658077652,535500589,1,1,1,30,24,8
1658077651,597245295,1,1,1,32,0,1
1658077512,213684314,1,1,1,19,2,3
1658077261,235513935,1,1,1,27,0,0
1658077752,27206194,1,1,1,16,1,2
1658077712,102323152,1,1,1,17,0,2
1658077363,129060764,1,1,1,11,14,2
1658077761,828134511,1,1,1,27,2,3
1658077768,586649404,1,1,1,14,6,5
1658077708,596813170,1,1,1,7,0,8
1658077194,596872103,1,1,1,30,0,0
1658077761,271426439,1,1,1,12,1,5
1658077491,27363187,1,1,1,41,3,1
1658077560,76199461,1,1,1,32,0,0
1658077748,230952057,1,1,1,23,4,4
1658077716,37815993,1,1,1,1,31,1
1658077542,88140066,1,1,1,58,5,2
1658077638,213683101,1,1,1,10,7,1
1658077554,213684750,1,1,1,19,12,4
1658077721,129067920,1,1,1,34,1,4
1658077404,2515049357,1,1,1,15,6,2
1658077663,27364743,1,1,1,18,0,2
1658077469,102314792,1,1,1,28,1,3
1658077760,35447568,1,1,1,17,0,4
1658077353,129038848,1,1,1,12,3,1
1658077568,27415736,1,1,1,19,2,8
1658077606,583178525,1,1,1,18,0,2
1658077695,2514995690,1,1,1,2,26,1
1658077715,82387816,1,1,1,26,4,2
1658077639,213685090,1,1,1,2,25,2
1658077416,301841024,1,1,1,26,2,2
1658077703,66491402,1,1,1,32,1,2
1658077598,213679512,1,1,1,18,7,0
1658077758,588452142,1,1,1,23,0,1
1658077749,85147829,1,1,1,22,2,1
1658077591,213681356,1,1,1,17,2,3
1658077771,2515351285,1,1,1,16,6,2
1658077771,213685514,1,1,1,13,7,4
1658077764,102329800,1,1,1,21,1,4
1658077767,54000625,1,1,1,29,0,4
1658077707,572566600,1,1,1,12,2,14
1658077523,213911772,1,1,1,41,6,9
1658077696,129132870,1,1,1,22,0,0
1658077751,620403530,1,1,1,6,6,6
1658077721,66491378,1,1,1,34,8,7
1658077761,631773910,1,1,1,2,18,5
1658077342,1765749389,1,1,1,13,2,1
1658077706,611152693,1,1,1,8,4,14
1658077617,235241110,1,1,1,20,35,5
1658077748,613737748,1,1,1,16,15,0
1658077732,41498023,1,1,1,18,1,4
1658077680,1062671597,1,1,1,3,12,8
1658077499,213945171,1,1,1,17,1,4
1658077633,463297497,1,1,1,20,0,0
1658077456,213875650,1,1,1,9,9,6
1658077608,245187072,1,1,1,17,1,1
1658077762,129144878,1,1,1,14,12,3
1658077678,27415665,1,1,1,34,4,0
1658077726,593238093,1,1,1,20,2,1
1658077686,102331767,1,1,1,31,1,2
1658077636,37791,1,1,1,29,5,2
1658077440,50156117,1,1,1,20,2,1
1658077448,15462236,1,1,1,28,2,2
1658077333,129093478,1,1,1,25,0,2
1658077462,35908,1,1,1,5,7,6
1658077772,210744286,1,1,1,41,1,3
1658077767,101024234,1,1,1,6,43,2
1658077418,213992316,1,1,1,48,0,2
1658077692,213694482,1,1,1,14,1,4
1658077729,129011497,1,1,1,19,2,1
1658077762,101743895,1,1,1,54,5,5
1658077515,213691848,1,1,1,40,0,2
1658077584,210396518,1,1,1,7,3,6
1658077698,97677210,1,1,1,45,3,0
1658077757,39254792,1,1,1,34,10,2
1658077667,213683992,1,1,1,2,36,10
1658077260,54000601,1,1,1,18,0,0
1658077336,27362896,1,1,1,18,5,3
1658077735,213687140,1,1,1,26,5,3
1658077494,235599121,1,1,1,21,1,4
1658077766,213680917,1,1,1,24,0,0
1658077604,1057774603,1,1,1,30,1,1
1658077256,213688462,1,1,1,36,1,1
1658077709,102749572,1,1,1,13,31,5
1658077766,549876068,1,1,1,31,3,11
1658077389,390212609,1,1,1,8,21,0
1658077719,63498079,1,1,1,22,0,2
1658077253,102338493,1,1,1,25,1,2
1658077649,875078767,1,1,1,20,0,0
1658077760,210573120,1,1,1,26,3,3
1658077558,1558958733,1,1,1,19,6,1
1658077615,2515802454,1,1,1,24,1,1
1658077655,648227675,1,1,1,35,4,1
1658077607,42566291,1,1,1,30,1,2
1658077473,1062206433,1,1,1,16,0,4
1658077763,129032910,1,1,1,40,11,4
1658077703,647826568,1,1,1,3,19,8
1658077768,54000577,1,1,1,19,4,3
1658077688,54001024,1,1,1,46,1,3
1658077722,94250567,1,1,1,5,38,8
1658077700,129078200,1,1,1,27,1,1
1658077439,649888071,1,1,1,3,10,5
1658077733,82563707,1,1,1,30,2,0
1658077676,129143598,1,1,1,27,1,0
1658077721,213690847,1,1,1,34,3,0
1658077769,102333275,1,1,1,2,28,3
1658077537,640629438,1,1,1,14,5,2
1658077672,82328045,1,1,1,0,18,3
1658077310,27363362,1,1,1,17,0,2
1658077685,237624030,1,1,1,24,9,3
1658077403,213957917,1,1,1,14,4,9
1658077544,54000626,1,1,1,14,1,6
1658077504,6399,1,1,1,27,3,1
1658077608,210746090,1,1,1,41,5,3
1658077547,27414841,1,1,1,27,0,1
1658077398,82253759,1,1,1,25,1,0
1658077720,82457375,1,1,1,20,8,2
1658077728,54000609,1,1,1,31,1,2
1515739220,27415512,1,0,0,35,0,0
1658077636,49859500,1,1,1,16,0,1
1658077668,214139374,1,1,1,12,14,1
1658077696,213702608,1,1,1,14,1,4
1658077570,559507144,1,1,1,19,3,3
1658077439,213700358,1,1,1,18,0,2
1658077743,653063170,1,1,1,18,10,10
1658077608,3906215030,1,1,1,32,4,1
1658077250,129151834,1,1,1,40,1,0
1658077721,237041013,1,1,1,13,0,6
1658077771,54000553,1,1,1,34,0,1
1658077192,653200142,1,1,1,28,6,3
1658077405,650091839,1,1,1,0,19,3
1658077719,362869414,1,1,1,4,16,4
1658077731,55664548,1,1,1,33,0,1
1658077373,100859941,1,1,1,43,6,1
1658077756,49368561,1,1,1,35,13,4
1658077631,42743053,1,1,1,31,2,2
1658077757,213699913,1,1,1,18,2,4
1658077766,101740379,1,1,1,42,1,0
1658077751,4329844165,1,1,1,19,5,9
1658077741,213694069,1,1,1,23,1,0
1655990886,214134714,1,0,0,26,0,0
1658077724,468843711,1,1,1,20,2,1
1658077460,378626842,1,1,1,48,1,1
1658077669,27414945,1,1,1,6,7,2
1658077337,210090269,1,1,1,50,6,3
1658077371,376664868,1,1,1,24,3,2
1658077701,2515927759,1,1,1,17,4,7
1658077614,205955605,1,1,1,35,1,0
1658077746,933214552,1,1,1,2,21,3
1658077702,66491370,1,1,1,25,0,2
1658077569,353462947,1,1,1,18,7,5
1658077553,1559700274,1,1,1,17,1,2
1658077735,39217683,1,1,1,20,6,2
1658077174,213688824,1,1,1,30,1,1
1658077610,82337423,1,1,1,45,2,0
1658077678,66491404,1,1,1,18,2,1
1658077541,652120758,1,1,1,54,3,2
