"last_reported","station_id","is_installed","is_returning","is_renting","dock_available","mechanical_available","electric_available"
1657843264,213688169,1,1,1,27,4,3
1657843095,653222953,1,1,1,4,2,22
1657843095,516709288,1,1,1,10,5,4
1657842742,36255,1,1,1,21,0,0
1657843242,37815204,1,1,1,10,14,5
1657843017,100769544,1,1,1,35,10,0
1657843114,85002689,1,1,1,18,23,17
1657843106,123095125,1,1,1,46,8,1
1657843123,120827885,1,1,1,12,0,0
1657843163,251039991,1,1,1,10,5,10
1657843077,37874517,1,1,1,19,0,1
1657843211,66491398,1,1,1,29,13,5
1657843111,210403080,1,1,1,12,9,1
1657843186,210561800,1,1,1,2,12,1
1657843158,209063434,1,1,1,24,1,5
1657843240,94555589,1,1,1,8,6,13
1657843253,244498842,1,1,1,13,21,13
1657843230,43195240,1,1,1,9,9,7
1657843224,210405211,1,1,1,17,1,1
1657843082,501862076,1,1,1,13,1,6
1657842981,54000559,1,1,1,29,6,4
1657843067,207633746,1,1,1,49,1,0
1657843166,85043758,1,1,1,29,6,1
1657843267,210566542,1,1,1,39,16,5
1657843132,437597018,1,1,1,26,1,1
1657843176,210565680,1,1,1,13,19,2
1657843133,210397939,1,1,1,13,2,2
1657843210,82405965,1,1,1,6,23,13
1657842975,213682736,1,1,1,41,5,5
1657843251,80101533,1,1,1,31,3,0
1657843203,54000581,1,1,1,20,12,2
1657843219,13105968,1,1,1,13,2,5
1657843036,653208733,1,1,1,31,0,7
1657843244,27415224,1,1,1,30,1,1
1657843255,907054879,1,1,1,15,3,2
1657842976,129094535,1,1,1,26,13,1
1657843200,54000612,1,1,1,35,0,5
1657843172,128986726,1,1,1,33,0,0
1657843115,599135701,1,1,1,41,2,1
1657843246,102747146,1,1,1,7,13,6
1657843219,2515403527,1,1,1,21,8,1
1657843158,653132534,1,1,1,13,5,7
1657842944,506455295,1,1,1,12,3,1
1657843264,1057149522,1,1,1,4,9,9
1657843178,210567545,1,1,1,17,1,0
1657843189,2515085147,1,1,1,7,8,6
1657843126,653197324,1,1,1,9,7,8
1657843240,210408693,1,1,1,23,2,0
1657843184,42950839,1,1,1,7,9,2
1657843196,14813797734,1,1,1,9,5,14
