"station_code","mechanical_available","electric_available"
"16107",1,4
"10013",16,20
"14111",1,1
"6003",2,6
"5110",6,4
"6108",2,1
"33006",8,10
"25006",4,1
"17038",1,3
"7003",1,5
"7002",0,14
"5016",6,0
"11025",3,22
"14108",1,0
"15026",10,8
"17044",5,9
"19033",14,4
"20143",6,11
"43002",2,0
"16138",1,6
"21216",2,1
"15068",1,0
"22207",4,15
"7004",1,0
"13030",6,4
"17048",2,0
"44017",4,20
"2017",1,3
"9008",1,3
"8103",0,0
"8048",0,1
"14013",2,5
"18111",6,1
"48003",1,3
"18134",2,2
"14002",5,5
"43009",2,8
"9001",4,0
"17032",3,1
"8016",4,3
"10115",1,3
"10029",1,1
"10161",3,3
"12031",3,30
"1001",3,11
"17008",1,2
"15112",2,2
"31706",4,1
"22409",1,2
"19015",5,3
"9022",3,0
"26003",4,6
"12151",13,29
"31024_relais",0,0
"18107",2,0
"9028",1,0
"17043",1,4
"19026",1,0
"16039",3,15
"45003",7,3
"31009",9,0
"17030",2,1
"8034",1,1
"14020",5,5
"20042",6,1
"26002",12,18
"12128",2,29
"8010",3,3
"31022",3,5
"14003",5,2
"46002",7,24
"18003",5,3
"11113",9,7
"33017",5,2
"43008",7,8
"33102",8,2
"15104",2,12
"15105",2,11
"19103",9,4
"12114",2,5
"14138",0,1
"41209",12,0
"21312",0,0
"8017",2,4
"15054",5,3
"15106",9,15
"5124",1,1
"18046",9,5
"22406",0,3
"35002",3,9
"8054",0,0
"15109",1,24
"21209",6,1
"14012",2,2
"35010",11,3
"21005",2,5
"15133",4,21
"15110",2,15
"21006",6,2
"20131",3,2
"21015",5,16
"15034",14,20
"41404",2,22
"48010",1,3
"35020",0,0
"20115",0,1
"22402",1,1
"9116",3,0
"21008",5,7
"17013",5,1
"16008",1,0
"17031",2,8
"5106",3,3
"11026",4,12
"13050",1,28
"9010",4,7
"15021",1,5
"17105",0,5
"11024",13,16
"16038",6,8
"17125",3,0
"16108",1,3
"43005",5,17
"19032",34,7
"16136",0,18
"20134",0,0
"8057",2,2
"24001",18,1
"14136",4,0
"8025",2,2
"32302",4,0
"10014",3,9
"5123",1,20
"13002",3,2
"11035",5,5
"42010",6,40
"15046",3,0
"16040",1,9
"22006",2,8
"21301",7,18
"42302",4,9
"1002",4,17
"19029",4,3
"9032",1,3
"32003",1,2
"19016",6,1
"9005",1,1
"15013",5,16
"42504",3,4
"20121",7,1
"20111",3,0
"32016",5,2
"43003",0,3
"11004",5,24
"7005",1,6
"18012",1,0
"19125",8,1
"14036",0,1
"23009",2,1
"12027",5,9
"42029",7,7
"6013",5,13
"26007",2,2
"14021",2,1
"18110",5,1
"41606",0,3
"17045",1,1
"43402",4,33
"33018",0,23
"12013",3,2
"10113",5,3
"21305",5,11
"14117",9,11
"18141",17,0
"24002",0,0
"41102",4,15
"11102",6,3
"19004",3,1
"16124",1,30
"33003",7,5
"20043",0,1
"5021",8,2
"25005",3,1
"22505",4,2
"14034",6,3
"32010",2,0
"16018",1,3
"15010",20,15
"12034",5,15
"7009",6,6
"15033",1,10
"33019",4,4
"15122",7,13
"8033",0,6
"20119",2,0
"19019",5,4
"42207",4,16
"12030",5,27
"5119",5,4
"35009",2,3
"31705",7,2
"8055",2,0
"13014",4,7
"21109",6,9
"20120",0,0
"23701",7,10
"21502",0,0
"14001",2,9
"31012",4,2
"12126",6,9
"16129",16,10
"20113",2,1
"41604",3,0
"17018",0,0
"15029",0,0
"5002",3,9
"18005",3,0
"10005",2,1
"92004",0,4
"18020",9,3
"20136",1,0
"43006",0,1
"14018",4,1
"21013",5,16
"42503",3,1
"23011",1,6
"21111",1,14
"7006",2,7
"20040",0,0
"17017",13,11
"8101",1,1
"21105",6,10
"13026",5,15
"14139",1,0
"14130",2,1
"10015",2,4
"34002",3,11
"7014",2,4
"10023",6,0
"12011",5,27
"21019",1,12
"6018",1,0
"20109",0,0
"6107",0,12
"6103",3,4
"21032",2,5
"18032",5,5
"17124",2,2
"17027",4,4
"31016",2,0
"51003",12,14
"22101",7,15
"13016",2,16
"11020",4,9
"8051",0,2
"14122",1,3
"44102",3,1
"9115",4,2
"16123",1,0
"19039",1,1
"16032",5,10
"21003",11,10
"18025",14,9
"17122",1,3
"20027",2,0
"20021",2,1
"26001",5,7
"16004",0,0
"17046",2,3
"32017",4,3
"17121",4,12
"47006",5,11
"10020",1,2
"18113",4,4
"19009",12,11
"19038",1,1
"18029",5,8
"6030",0,0
"20118",1,2
"9117",7,3
"11041",9,23
"15031",3,12
"21014",3,5
"47005",6,18
"11006",5,26
"19127",0,2
"12107",6,9
"9026",0,1
"21001",6,6
"18033",3,4
"11010",6,6
"16122",5,6
"20116",3,3
"20016",3,2
"32015",10,8
"16043",3,1
"32004",1,1
"16029",2,18
"18017",4,1
"9017",8,0
"8001",1,18
"14028",0,0
"22102",1,0
"15003",41,11
"4110",2,16
"7008",4,3
"17022",4,5
"7020",0,10
"15058",1,2
"19041",5,1
"21114",1,2
"7013",2,3
"2013",1,1
"21311",1,49
"8038",0,1
"45001",8,10
"9118",7,10
"4013",4,16
"10163",2,2
"2001",3,26
"18042",6,1
"20019",2,0
"17116",3,10
"12108",5,54
"31013",3,0
"18001",1,1
"32018",10,13
"15063",5,13
"15020",4,15
"13113",3,3
"13114",3,7
"20017",4,0
"11019",1,4
"23008",6,4
"8015",4,3
"16016",4,5
"21108",4,33
"14116",5,2
"13019",1,14
"11046",3,8
"23302",7,2
"11048",8,22
"8049",0,0
"2101",3,25
"10164",4,0
"8029",3,8
"17104",1,0
"19030",4,4
"21004",9,15
"22002",1,2
"35008",3,1
"20045",5,0
"12033",19,41
"18142",4,3
"21017",3,5
"20117",1,0
"14125",2,1
"23006",5,1
"44103",2,8
"21951",0,0
"92005",2,9
"10039",5,1
"12125",1,4
"31101",7,1
"21120",0,0
"19113",2,0
"9016",7,5
"35004",3,9
"12150",5,15
"13021",5,12
"19124",2,0
"35011",2,2
"19036",2,0
"15131",10,14
"10037",6,4
"5029",0,0
"9036",1,1
"10152",1,21
"13515",1,18
"17029",2,6
"10004",6,19
