"station_code","mechanical_available","electric_available"
"31104",17,5
"11104",3,0
"5001",8,13
"14111",2,0
"6108",0,2
"33006",4,12
"41301",12,9
"6021",2,0
"21010",3,0
"25006",2,1
"17026",1,1
"17041",1,2
"7003",3,9
"5016",1,7
"15047",4,2
"13101",4,18
"14108",4,1
"15026",5,8
"43002",2,2
"16138",3,7
"22207",5,16
"13030",10,2
"92002",2,3
"19027",3,0
"44017",7,20
"9008",3,1
"8103",0,0
"8048",0,1
"14013",3,5
"7011",0,1
"16110",1,1
"18134",1,3
"9001",2,2
"8016",3,6
"10162",4,2
"10115",3,1
"10029",2,2
"5005",0,0
"41303",9,21
"7018",1,3
"12031",6,29
"9002",4,5
"9106",2,3
"17040",0,0
"1001",1,13
"19105",3,0
"6001",4,12
"15112",0,0
"7025",1,21
"31706",2,0
"22409",2,1
"12151",17,33
"31024_relais",0,0
"16026",0,6
"10107",5,1
"17043",0,4
"19026",0,0
"11002",3,14
"45003",7,3
"31009",1,0
"11047",2,8
"17030",1,0
"12111",1,3
"8034",1,1
"14020",2,7
"20042",2,0
"43401",13,28
"26002",11,21
"8010",1,0
"31022",8,7
"19101",3,1
"18003",3,3
"11113",1,5
"10016",1,0
"41302",25,5
"21212",3,1
"42706",2,3
"33017",3,3
"15042",0,1
"20112",2,1
"43008",5,4
"33102",1,2
"8045",5,25
"15104",2,14
"44006",14,9
"15105",2,10
"5004",2,0
"18028",1,0
"42014",3,17
"8017",6,2
"15054",2,4
"15106",7,8
"14008",4,3
"14106",0,1
"18046",11,4
"22406",0,2
"35002",6,11
"31102",0,1
"15109",0,23
"35010",6,1
"21006",3,0
"44013",11,6
"44003",6,9
"42021",2,22
"11030",4,6
"31708",1,0
"35020",0,0
"22402",1,2
"9116",2,2
"21008",6,5
"11039",6,4
"17031",3,7
"5106",2,1
"15103",0,7
"16038",5,9
"41601",1,2
"17125",2,3
"16108",0,2
"43005",9,21
"16136",5,15
"19022",9,10
"21701",8,5
"8057",2,1
"8025",1,4
"32302",3,0
"10014",9,6
"5123",4,10
"11035",4,3
"42010",9,42
"15046",4,0
"16040",0,3
"42302",5,10
"1002",7,14
"19029",2,2
"9032",1,5
"21104",5,7
"11042",10,5
"9005",3,0
"7102",0,3
"12009",2,13
"42504",4,3
"20121",1,1
"42015",8,2
"15201",4,2
"92008",1,0
"11004",7,16
"18012",1,0
"19125",5,7
"18201",2,7
"19008",2,0
"11007",7,27
"8035",0,0
"6013",5,11
"28001",4,10
"16111",3,12
"7015",2,2
"19005",4,2
"35018",3,0
"18110",0,0
"32602",2,0
"17045",1,1
"12013",7,3
"10113",6,3
"11115",7,5
"16121",1,9
"14117",24,12
"18141",11,1
"23001",0,2
"24002",0,0
"17037",0,0
"19004",2,4
"16124",2,29
"33003",4,6
"33009",6,10
"5021",2,7
"25005",2,1
"22505",4,2
"32010",2,2
"16018",3,4
"7009",2,5
"15033",1,5
"33019",4,6
"33001",0,5
"20132",3,0
"19019",5,3
"20036",1,0
"92003",9,6
"5119",3,4
"27002",2,17
"23701",5,10
"17007",3,1
"14001",11,13
"31012",1,1
"12024",1,30
"42023",1,15
"16129",14,6
"15017",2,0
"5002",5,2
"92004",2,5
"18020",5,0
"5026",1,40
"43006",0,0
"15028",10,13
"8102",2,1
"8012",4,2
"14018",3,1
"21013",3,16
"21111",1,13
"7006",0,14
"17017",3,3
"13026",2,13
"13102",2,7
"11101",15,28
"34002",4,13
"12011",5,29
"21308",2,9
"21019",0,10
"6018",4,1
"12032",2,12
"19037",0,0
"6103",2,4
"32014",8,3
"17124",0,1
"17027",1,0
"22101",8,20
"13016",5,11
"11020",1,9
"13043",3,6
"16123",3,2
"19039",1,1
"21003",12,9
"18025",11,10
"17122",2,1
"9023",2,2
"15108",3,14
"17047",1,1
"11040",6,7
"16004",0,0
"17046",1,5
"17121",6,10
"10020",1,1
"18109",1,1
"19038",4,1
"9031",2,3
"15035",8,18
"9117",7,3
"18049",3,5
"35017",4,3
"35003",5,1
"15070",0,13
"12107",5,10
"15002",5,11
"20016",3,1
"5121",6,24
"18043",11,3
"16027",0,5
"1120",15,8
"11043",2,9
"16029",0,16
"18017",10,0
"8019",0,0
"13103",2,4
"8001",5,21
"42703",5,4
"14028",0,0
"22102",3,2
"12004",3,27
"15003",47,8
"4110",0,13
"6032",3,5
"7008",1,0
"17022",1,0
"15058",4,6
"19041",6,0
"21114",0,4
"15107",3,11
"32603",6,0
"2013",2,1
"21311",3,50
"12041",0,7
"8038",0,0
"8056",2,4
"7016",3,7
"18138",2,2
"14006",0,2
"13041",15,5
"9118",5,0
"10163",2,1
"31023",1,1
"2001",3,18
"18042",4,3
"20019",1,0
"12108",4,60
"32018",7,11
"17016",2,5
"5019",5,4
"11003",3,21
"41206",1,2
"19031",1,0
"15061",2,10
"20017",1,0
"11019",3,10
"1016",4,5
"7026",2,14
"6014",6,11
"33005",1,8
"8105",12,1
"11107",7,26
"20103",0,0
"4109",4,3
"3101",0,3
"8049",0,0
"2101",4,20
"14007",2,2
"12154",3,13
"19021",0,0
"11044",6,9
"19030",3,6
"35008",6,1
"13022",3,2
"20045",4,1
"12127",3,12
"5028",4,15
"8032",0,1
"12120",4,0
"18142",4,2
"18014",5,1
"21017",2,3
"18035",5,10
"13110",4,5
"14127",22,8
"23005",1,3
"20117",0,0
"48009",10,1
"14125",0,1
"21009",5,29
"4107",5,8
"22103",3,9
"14128",3,0
"13117",8,4
"12125",3,4
"31026",8,0
"20004",1,2
"17001",7,10
"12129",1,9
"21120",0,0
"19113",3,1
"12150",5,14
"35011",5,2
"19036",2,0
"35015",5,6
"15019",5,7
"15060",0,2
"15131",8,11
"10037",4,1
"5029",0,0
"20002",3,0
"16014",4,0
"9036",0,0
"15125",1,40
"13027",2,5
"17029",5,4
"21118",0,2
"11103",4,2
"10153",11,5
"8008",7,6
"5034",2,40
"6024",1,9
"21115",2,5
